"","x"
"(Intercept)",-12.3299219258327
"in.",3.49084946377632
"ex",2.86542840855473
"I(in.^2)",0.23604005332447
"I(ex^2)",-0.131550079518396
"in.:ex",-0.242025786656525
"MeanNrActivationsPerAstrocyte",5.19450178264132
