,net,con,reductionType,variation,it,meanAA,stdAA,meanSpike,stdSpike,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
0,0,2,2,1,0,370.028037383178,2176.0226233102103,91.07978723404258,24.2557081669065,18.2159574468085,4.8511416333813,0.951063829787234,0.825748491003067,3.3190416383782297,2.52039330412578,0.29245283018867924
1,0,2,2,1,1,308.785046728972,2058.2539148739997,86.1595744680851,24.2845731573759,17.231914893617002,4.85691463147519,0.9553191489361701,0.7105013245494409,4.01849532056033,2.66295581317417,0.2641509433962264
2,0,2,2,1,2,345.14953271027997,2283.59462007926,86.51595744680849,22.366739189154,17.303191489361698,4.47334783783079,0.9893617021276601,0.7775395023291161,3.89798013009446,2.39720461814387,0.2169811320754717
3,0,2,2,1,3,371.514018691589,2339.12385692331,94.7765957446809,25.293870359688896,18.9553191489362,5.058774071937781,1.03936170212766,0.78871267118147,3.27991599816535,2.01470604328093,0.22641509433962265
4,0,2,2,1,4,268.261682242991,1862.1878416772602,95.29787234042549,29.371005309997,19.0595744680851,5.8742010619994005,0.991489361702127,0.885060350685145,3.5543309345013796,2.5949876897413597,0.2830188679245283
5,0,2,2,1,5,331.98130841121497,1623.21407817203,87.70212765957451,24.731464061434004,17.5404255319149,4.946292812286799,0.8531914893617021,0.7424373499838041,3.13959387243963,2.15824078600656,0.29245283018867924
6,0,2,2,1,6,354.560747663551,2468.76863315839,74.50531914893621,20.5606258029463,14.9010638297872,4.11212516058927,0.663829787234042,0.629564365396065,2.796205405115,2.4304963294369997,0.2452830188679245
7,0,2,2,1,7,357.616822429907,2621.58166086369,82.1702127659574,21.872278334211103,16.4340425531915,4.37445566684221,0.804255319148936,0.691885320348871,3.08706636153441,2.30413810212069,0.3018867924528302
8,0,2,2,1,8,376.14953271027997,2240.67962738836,79.5425531914894,22.182830668333,15.908510638297901,4.43656613366661,0.768085106382979,0.6930065189520911,3.5261709035645197,2.67227289544015,0.29245283018867924
9,0,2,2,1,9,377.719626168224,2682.87530509693,69.2021276595745,20.6261452485308,13.8404255319149,4.12522904970616,0.596808510638298,0.5707315439387579,3.08602936661457,2.74536246881998,0.2452830188679245
0,0,2,2,2,0,352.616822429907,2190.52221249987,60.9893617021277,17.1405297224749,12.197872340425501,3.4281059444949706,0.34361702127659605,0.374182374079777,2.07940729483285,2.03146067593246,0.2169811320754717
1,0,2,2,2,1,306.672897196262,2226.2330439334,64.3776595744681,18.981820273761603,12.875531914893598,3.79636405475232,0.35425531914893604,0.40084084325408104,2.23616388044575,2.5093439901004704,0.2735849056603773
2,0,2,2,2,2,387.719626168224,2422.43707823878,58.4202127659574,17.6568658202136,11.6840425531915,3.53137316404273,0.34468085106383,0.39776423608170003,1.9933763931103798,2.17768166010306,0.3018867924528302
3,0,2,2,2,3,336.168224299065,2229.6624466286803,69.3723404255319,20.9078444214652,13.874468085106402,4.18156888429305,0.488297872340426,0.48473646777085205,3.16335908476861,3.27580160778449,0.3113207547169811
4,0,2,2,2,4,373.719626168224,2604.83572874125,61.85106382978721,19.029628324994,12.370212765957401,3.8059256649988105,0.3531914893617021,0.421674001251944,2.08049645390089,2.27726778280783,0.2358490566037736
5,0,2,2,2,5,317.953271028037,2304.59893071685,68.686170212766,18.9417477740832,13.7372340425532,3.78834955481664,0.42978723404255303,0.48768445222645096,2.12649864910495,1.9887010406887702,0.2735849056603773
6,0,2,2,2,6,373.85046728972003,2535.16172428786,59.526595744680904,18.0847395144266,11.9053191489362,3.6169479028853195,0.317021276595745,0.420647499334351,1.98603934481576,2.3210903063261297,0.2735849056603773
7,0,2,2,2,7,256.33644859813097,1841.9502410599102,75.08510638297871,20.892154474962698,15.017021276595699,4.17843089499254,0.47765957446808505,0.48917086935917,2.33324775106675,2.15930843778834,0.2358490566037736
8,0,2,2,2,8,381.168224299065,2522.68761697165,61.3882978723404,19.0347742045356,12.2776595744681,3.8069548409071294,0.41382978723404296,0.446285154483902,2.40465022566087,2.4241486760767796,0.3207547169811321
9,0,2,2,2,9,265.261682242991,1959.2359341184801,77.66489361702129,20.5167145530787,15.5329787234043,4.1033429106157495,0.541489361702128,0.5563768764158261,2.57763749253115,2.43440543188225,0.2358490566037736
0,1,0,0,0,0,1800.01869158879,5978.882163488779,230.00799999999998,63.517933971438296,46.0016,12.703586794287698,4.8368,2.44921329410078,7.01332163964045,1.55783439065796,1.4056603773584906
1,1,0,0,0,1,1937.43925233645,6682.1249532741895,218.44400000000002,66.11770461835471,43.6888,13.2235409236709,4.263999999999999,2.28527109989165,6.12918634548916,1.5940920213981298,1.3867924528301887
2,1,0,0,0,2,1772.8224299065398,5917.78964768631,205.304,59.0444204307232,41.0608,11.8088840861446,3.7496,1.9685984455952399,6.351055414137781,1.86167161356639,1.3113207547169812
3,1,0,0,0,3,1899.97196261682,6263.5567669692,245.736,71.71740586496419,49.1472,14.343481172992801,5.252000000000001,2.717707857736,7.755864661751139,1.9749576166443799,1.490566037735849
4,1,0,0,0,4,1819.22429906542,5894.103459776539,229.092,63.8930632854616,45.8184,12.778612657092301,4.6216,2.3970009261575203,6.62348113164304,1.6828730138317298,1.481132075471698
5,1,0,0,0,5,2034.6168224299104,6332.398062898979,224.808,67.4886296793764,44.9616,13.497725935875302,4.388,2.42137481609106,6.367387043328249,1.58633982737858,1.490566037735849
6,1,0,0,0,6,1741.78504672897,5807.614022646309,222.736,59.660592554885,44.5472,11.932118510977002,4.2584,2.1924847639151297,6.02205694616016,1.4797237046146101,1.339622641509434
7,1,0,0,0,7,1884.1308411215,6319.20483002531,265.944,76.6715388133041,53.1888,15.334307762660801,5.76,2.90059304281038,7.010449242117809,1.55410301181217,1.5471698113207548
8,1,0,0,0,8,1991.2056074766397,6532.034177787321,235.9,69.7032710853659,47.18,13.9406542170732,4.7824,2.61234190717831,6.39109659437631,1.5230120633731399,1.509433962264151
9,1,0,0,0,9,1987.4018691588801,7014.38841514363,215.924,62.2900812649976,43.1848,12.4580162529995,4.1448,2.26563742906936,6.05464549139925,1.80647584214311,1.3679245283018868
0,1,1,0,0,0,2251.6728971962602,7247.414497115759,216.44,59.275613872822895,43.288000000000004,11.8551227745646,4.328,2.11907904524584,6.57289717103226,1.70316494974197,1.5849056603773586
1,1,1,0,0,1,2429.0280373831797,7418.00883737432,232.296,67.206847746342,46.4592,13.441369549268401,4.7144,2.45122676225599,6.61672827015597,1.51136201594878,1.6698113207547167
2,1,1,0,0,2,2287.10280373832,7252.1411571523595,211.82,61.16021255685761,42.364,12.2320425113715,4.0976,2.19134530368904,5.94744441564982,1.55475314520769,1.7547169811320755
3,1,1,0,0,3,2252.8785046729,6865.924836738571,242.38400000000001,67.5725724240242,48.4768,13.514514484804803,5.0688,2.6470335396439504,6.44840241438893,1.62609625293917,1.7452830188679245
4,1,1,0,0,4,2323.41121495327,6814.327562567541,239.108,67.4691658166899,47.8216,13.493833163338001,5.1496,2.66710701697551,6.9788687826428095,1.8778318124232598,1.7641509433962264
5,1,1,0,0,5,2074.44859813084,6810.3393992766005,212.428,57.24317265840529,42.4856,11.4486345316811,4.0056,1.99939206760455,6.0656251571225095,1.54614173264453,1.5377358490566038
6,1,1,0,0,6,2351.01869158879,7278.2503096378905,202.576,55.711867891859505,40.5152,11.1423735783719,3.9704,2.0007008372068,6.47503508459686,1.72856280598358,1.7547169811320755
7,1,1,0,0,7,2273.95327102804,6684.340095464549,234.28400000000002,64.4949249476267,46.8568,12.898984989525301,4.6448,2.2607416836074,6.79532656831792,1.7535269489321201,1.8207547169811318
8,1,1,0,0,8,2433.46728971963,7289.295678086801,224.076,63.716922587331496,44.8152,12.743384517466302,4.668,2.35654323109083,7.064666157127331,1.8011568872084298,1.69811320754717
9,1,1,0,0,9,2198.04672897196,6796.652634584139,229.58,63.51789983933661,45.916000000000004,12.7035799678673,4.8424,2.5157349303931,6.2839427646254,1.42082816378403,1.5943396226415094
0,1,2,0,0,0,2080.77570093458,7064.9318022363595,226.644,61.147667690599604,45.3288,12.2295335381199,4.4239999999999995,2.28646102087921,6.28327369606161,1.6132391245004298,1.4056603773584906
1,1,2,0,0,1,2133.57943925234,6862.766174859251,218.912,61.4130951507901,43.7824,12.282619030158,4.2352,2.17580352054132,6.21870329206709,1.68789795165257,1.5660377358490567
2,1,2,0,0,2,1926.2990654205603,6237.38429213369,268.96,71.83201514645121,53.792,14.366403029290199,6.2944,2.97063774970965,7.26442774028862,1.4146510924584499,1.650943396226415
3,1,2,0,0,3,2179.7943925233603,6933.972661729599,248.328,66.0813166939037,49.6656,13.216263338780802,5.32,2.54621287405433,7.693286915820451,1.9172457560876999,1.6886792452830188
4,1,2,0,0,4,1931.00934579439,6538.5175925682,256.22,69.0257604087054,51.244,13.805152081741099,5.4608,2.5917066500667096,7.054375310522901,1.6840149243230103,1.6415094339622642
5,1,2,0,0,5,2109.66355140187,6776.17442308239,256.51599999999996,70.86472849027221,51.3032,14.172945698054399,5.8184,2.84520323351426,7.48046112136063,1.65073582072121,1.7358490566037736
6,1,2,0,0,6,2231.9719626168203,7142.7062169753,258.584,72.72146137145481,51.7168,14.544292274291001,5.796,2.9348362816347997,7.28617970997628,1.5347594531845201,1.7169811320754718
7,1,2,0,0,7,1904.7009345794397,6204.67299207599,219.128,58.3207648783862,43.8256,11.664152975677199,4.0912,2.0864521465876003,6.11327862321117,1.69204911618128,1.481132075471698
8,1,2,0,0,8,2300.34579439252,6892.472631348211,201.396,55.262493465279,40.2792,11.052498693055801,3.9128,2.05295790507258,6.65716287470441,2.87088169144059,1.6320754716981132
9,1,2,0,0,9,2389.2523364485996,7614.417629308399,233.588,65.6156250903701,46.7176,13.123125018074,4.6544,2.41877668254016,6.263879747946071,1.5426185524593201,1.6886792452830188
0,1,0,1,0,0,1114.16049382716,3820.8900277123103,102.964,25.0955514782999,20.5928,5.0191102956599805,1.6768,0.982660551767496,5.077169282761769,2.14184131512883,0.75
1,1,0,1,0,1,1200.07407407407,4559.52576800274,120.28399999999999,30.086065611841,24.0568,6.0172131223682,2.1624,1.1964055499704098,5.49934932512645,2.1471851062798,0.775
2,1,0,1,0,2,1195.64197530864,4472.59314765058,104.984,29.5808002596279,20.9968,5.91616005192557,1.7056,1.04677057658304,5.41170947540578,2.32604581509234,0.85
3,1,0,1,0,3,1077.30864197531,4617.79427502661,118.516,30.935961986012302,23.7032,6.1871923972024705,1.9088,1.08826584987309,4.970420027810441,1.87869609728995,0.7
4,1,0,1,0,4,1056.35802469136,3884.9544265679206,124.352,31.3525133920711,24.8704,6.27050267841423,2.2184,1.2586268072784699,5.475165485089491,2.22104221996381,0.9125
5,1,0,1,0,5,1124.06172839506,4390.98938300034,104.956,26.5699466314857,20.9912,5.3139893262971505,1.5624,0.9324517360164009,4.64639198049975,2.25240399021389,0.875
6,1,0,1,0,6,1084.7530864197502,3564.0946126848903,129.192,32.9839223865204,25.8384,6.596784477304079,2.4056,1.3142178814793202,5.753141241090599,2.1841102708826203,0.8875
7,1,0,1,0,7,1179.0370370370401,4231.748736515279,116.26799999999999,33.7165267487622,23.2536,6.7433053497524496,2.168,1.31694191215862,5.65532877769562,2.07070253586753,0.9625
8,1,0,1,0,8,1207.0493827160499,4714.56408024084,110.992,31.154196121871,22.1984,6.230839224374191,1.9432,1.13284321951451,5.19692836370904,2.03585064331917,0.8125
9,1,0,1,0,9,1214.88888888889,4516.06751253541,106.16,28.386588382544303,21.232,5.677317676508861,1.8944,1.08416264462487,5.66394358052088,2.35452989322535,0.75
0,1,0,1,1,0,845.9506172839509,4051.2860719859705,129.74,34.6491038845163,25.948,6.9298207769032505,2.3272,1.27196704359822,5.26734979084795,1.90399029930799,0.7875
1,1,0,1,1,1,891.765432098766,3883.2374054964794,117.8,30.7949346484126,23.56,6.15898692968251,2.0872,1.15012875800929,5.207099137219879,1.8812047787005999,0.975
2,1,0,1,1,2,774.864197530864,2716.35624562807,139.532,34.9493487206843,27.9064,6.98986974413687,2.4984,1.40641296922348,5.727636408879349,1.9125148421965301,0.7625
3,1,0,1,1,3,794.3580246913581,3237.27620346138,137.436,35.980521174657795,27.4872,7.19610423493156,2.4296,1.25497563322959,6.346145502853191,2.1919224635506396,0.8375
4,1,0,1,1,4,1135.38271604938,4569.143274284121,98.24799999999999,25.3248197624386,19.6496,5.0649639524877195,1.5304,0.9078082616940649,4.68853495331636,2.09888921264192,0.8875
5,1,0,1,1,5,949.197530864198,3785.4338904225106,122.712,33.155588608860505,24.5424,6.6311177217721,2.1864,1.22584462310686,6.22712401749233,2.46790805353882,0.85
6,1,0,1,1,6,927.567901234568,3981.7565667052704,122.17200000000001,30.247486110419196,24.4344,6.049497222083829,2.1128,1.1702632866154499,6.29983471083781,2.57262969133141,0.975
7,1,0,1,1,7,784.691358024691,3515.28882483703,115.77600000000001,29.482568137799696,23.1552,5.89651362755993,2.0528,1.19710156628416,5.490022882548421,2.23431257103343,0.875
8,1,0,1,1,8,899.555555555556,4284.07434143748,108.736,29.9984383593546,21.7472,5.99968767187093,1.7104,1.1032913667748898,4.72636367604185,2.16048466664417,0.8375
9,1,0,1,1,9,825.172839506173,3227.9916004530796,126.49600000000001,34.4904912113469,25.2992,6.8980982422693895,2.2616,1.3302200720181598,5.32011129184033,1.8712462775924998,0.85
0,1,0,1,2,0,1239.1358024691401,5343.19243074101,93.936,28.7444586659759,18.7872,5.74889173319519,1.4408,0.948311847442601,5.14471738362295,2.5807615621735,1.05
1,1,0,1,2,1,956.123456790123,4388.74758248673,110.47200000000001,28.8932036299196,22.0944,5.77864072598392,1.7784,1.0332150986120898,4.78913718058692,2.02225926141729,0.9625
2,1,0,1,2,2,1102.23456790123,4770.0578516346,97.604,28.861725242958002,19.5208,5.7723450485916,1.4944,0.951151218261323,4.81044344901743,2.6934648988821204,0.9625
3,1,0,1,2,3,1030.56790123457,4404.17695941408,117.324,32.4513639774972,23.4648,6.49027279549943,2.0856,1.08923488743246,5.50697408843983,1.90737025027764,1.0
4,1,0,1,2,4,1009.60493827161,4284.19210494515,124.64,35.0631202262434,24.928,7.01262404524868,2.3904,1.3257706588999498,6.31259935497589,2.2903694268406802,0.95
5,1,0,1,2,5,1159.0987654321,4666.568598453529,113.552,33.6003466648783,22.7104,6.72006933297567,2.0728,1.2448856011698402,5.38647839009321,2.11661644100962,0.95
6,1,0,1,2,6,1076.81481481481,4787.19021461354,105.848,29.123339368966604,21.1696,5.824667873793321,1.7752,1.0512587502608501,6.31249488726293,2.9779519279152797,1.0625
7,1,0,1,2,7,1079.1358024691401,4321.4454450616495,119.16799999999999,33.0130243388878,23.8336,6.60260486777757,2.2048,1.19959033007106,6.35192993175113,2.18023208442007,0.9
8,1,0,1,2,8,1041.7530864197502,4147.30057239635,115.464,33.760697623123896,23.0928,6.75213952462477,2.1688,1.17935005829482,6.378670024219099,2.35632643119316,0.95
9,1,0,1,2,9,1255.1358024691401,5124.90232066646,109.97200000000001,32.7309519568252,21.9944,6.54619039136504,1.764,1.12562160604708,5.2224809777803705,2.5596795212240098,1.1125
0,1,1,1,0,0,1224.02469135802,5017.18518785852,85.26799999999999,21.4587086284334,17.0536,4.29174172568667,1.452,0.828888412272726,5.20518166535078,2.39524893132381,0.6375
1,1,1,1,0,1,1195.20987654321,4833.767660475421,117.18,29.163051966486602,23.436,5.8326103932973306,2.1264,1.04369681421378,5.31381107544784,1.9466730167992499,0.6125
2,1,1,1,0,2,1302.87654320988,5686.46398922984,95.26799999999999,25.048516443095004,19.0536,5.009703288619,1.6584,0.888295806586972,4.83417683941443,1.93693117016239,0.725
3,1,1,1,0,3,1020.20987654321,4092.16240857741,105.61200000000001,25.323140721482396,21.1224,5.0646281442964804,1.7952,0.875795044516695,5.62835356927212,2.2666620609755697,0.8625
4,1,1,1,0,4,1034.16049382716,4215.1820764001,114.61200000000001,27.0366687297086,22.9224,5.407333745941711,2.052,1.15156241689281,5.607980038953661,2.20283188153212,0.775
5,1,1,1,0,5,1213.14814814815,4836.63651396046,95.12,25.019864108344002,19.024,5.0039728216688,1.5176,0.874762962178898,4.65582983829039,2.07379008830755,0.675
6,1,1,1,0,6,1087.37037037037,4663.887303141661,96.86399999999999,23.347408935468604,19.3728,4.66948178709372,1.5584,0.854089831340943,6.09803884850953,2.90760439665469,0.7625
7,1,1,1,0,7,1276.92592592593,5120.4530634271005,114.212,29.746513341902798,22.8424,5.94930266838056,2.1512,1.19693715791599,5.783169832746039,2.52897909283319,0.675
8,1,1,1,0,8,1157.35802469136,4729.461025092361,110.476,29.0218094542708,22.0952,5.80436189085415,2.1384,1.1712068305811698,6.357934720821789,2.4161992000024397,0.7
9,1,1,1,0,9,1308.22222222222,5211.8665834757,93.76,23.8160953978607,18.752,4.76321907957213,1.8064,0.977649753234766,6.208986694567879,2.74873413735872,0.6875
0,1,1,1,1,0,1638.87654320988,4673.430274217029,79.96,21.3865004149814,15.992,4.2773000829962795,1.2544,0.7467801818473759,4.63762562437563,2.3891457566982,1.1875
1,1,1,1,1,1,1319.65432098765,5061.99539088057,82.096,20.4872346596606,16.4192,4.09744693193213,1.4008,0.7804609919784591,5.174973834662031,2.3951571908503397,1.0
2,1,1,1,1,2,1465.16049382716,5436.268726396789,78.444,21.3147569538102,15.6888,4.26295139076204,1.208,0.722838847876897,4.67740851403482,2.38935524845253,1.0875
3,1,1,1,1,3,1500.7037037037,5481.05609010032,77.012,20.355143232117,15.4024,4.07102864642341,1.0664,0.705571427992942,4.80254603729602,2.96823555887372,1.025
4,1,1,1,1,4,1595.9259259259302,5664.0779288986205,72.972,20.415367153201,14.5944,4.08307343064021,1.1448,0.761257486005885,5.29747886557891,2.86477143571493,1.1
5,1,1,1,1,5,1402.71604938272,5608.6924275210995,75.04,21.337816195665397,15.008,4.26756323913308,1.2072,0.7280303290385641,5.297754920896129,3.12065152175453,1.0
6,1,1,1,1,6,1318.18518518519,5567.211421806179,70.94800000000001,20.418650689994198,14.1896,4.08373013799884,0.92,0.6245638478170191,4.39504875124875,2.6919997977331094,0.9625
7,1,1,1,1,7,1392.71604938272,4927.674775911029,88.928,21.4241643010877,17.7856,4.2848328602175405,1.528,0.838627450063495,5.194534133565099,2.2086186293065495,1.2375
