,net,con,reductionType,variation,it,meanAA,stdAA,meanSpike,stdSpike,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
3,0,0,1,1,3,1093.77777777778,4008.9492635266497,177.44,52.6104020132901,35.488,10.522080402658,4.0032,2.1650288127413,6.684365602048401,1.8278115652301699,0.6125
4,0,0,1,1,4,891.567901234568,3112.24110803216,244.824,71.1394196209106,48.9648,14.2278839241821,6.6768,3.3430318215655697,8.56183402424963,1.9229911780534699,0.775
5,0,0,1,1,5,1053.7037037037,3815.3294712169895,207.968,61.627453103304504,41.5936,12.3254906206609,5.0912,2.57955084462392,7.21151300515,1.69065979970992,0.625
6,0,0,1,1,6,987.6049382716051,3520.5556719057795,175.484,49.2509669346704,35.0968,9.85019338693409,3.9816,1.99193911553541,6.787736726321469,1.92581031100075,0.775
7,0,0,1,1,7,1006.6790123456801,3791.8823946026796,166.43200000000002,49.4519299522274,33.2864,9.890385990445472,3.7072,1.8737844486493103,7.252263060872741,2.22527943469576,0.65
8,0,0,1,1,8,985.6296296296301,3708.33418208711,215.48,63.834360653177995,43.096000000000004,12.7668721306356,5.56,2.87332559937088,7.82607862482418,1.91284297038407,0.5875
9,0,0,1,1,9,912.197530864198,3462.7735455337297,195.968,57.3617204762898,39.1936,11.472344095258,4.5704,2.36452190516392,6.920490253162139,1.7543501937509298,0.6875
0,0,0,1,2,0,890.234567901234,3182.1091160517103,138.5,38.7164306206035,27.7,7.743286124120691,3.0896,1.52419547302831,8.30530431542196,2.83765023994504,1.025
1,0,0,1,2,1,1050.5185185185198,3441.6353316163395,163.472,44.4544847681311,32.6944,8.89089695362622,4.0136,2.0395232384064697,7.0623708306309005,1.62640189981888,0.9375
2,0,0,1,2,2,1040.77777777778,3856.9418129067208,145.62,41.107610001069105,29.124000000000002,8.221522000213831,3.2264,1.70639474917148,6.9361022634159895,2.02649952429949,0.9125
3,0,0,1,2,3,1134.59259259259,3724.35171847505,142.488,39.945586189215,28.4976,7.98911723784299,3.1184,1.68039919066869,6.41971281465908,2.17278564812085,0.9375
4,0,0,1,2,4,1006.5061728395099,3942.0518443811798,133.512,36.0412243965157,26.7024,7.208244879303139,3.5736,1.7182616331630098,17.0849443923375,5.89991291414379,0.925
5,0,0,1,2,5,1026.33333333333,3776.04882331378,154.0,42.89298310912871,30.8,8.57859662182574,3.5136,1.8571093236533,7.372642239900941,2.24490260274332,0.9125
6,0,0,1,2,6,970.753086419753,4105.57088714883,145.28799999999998,39.408997145322,29.0576,7.88179942906441,3.1832,1.62102367656984,6.811274785598821,2.02127492759568,0.9875
7,0,0,1,2,7,863.7283950617281,3645.83607919421,135.2,35.9904431759321,27.04,7.19808863518643,2.7184,1.4673177706277498,5.63690346929713,1.7886668823202199,0.8625
8,0,0,1,2,8,1107.62962962963,4077.2069792585603,163.56799999999998,47.302741738719504,32.7136,9.460548347743911,3.7336,1.96861144972795,6.40674731442987,1.8106538895463002,1.0125
9,0,0,1,2,9,1104.72839506173,4316.545034786721,124.524,34.8535424885334,24.9048,6.97070849770667,2.8216,1.50965341717892,6.53247201577412,1.95781070542231,0.9125
0,0,1,1,0,0,869.432098765432,3405.6517801822497,219.732,60.5332650366722,43.9464,12.1066530073344,5.64,2.75070899951267,7.89539445771125,2.054825568175,0.85
1,0,1,1,0,1,970.518518518518,3742.89629093818,200.768,54.96757385950371,40.1536,10.993514771900802,4.9896,2.52407049029935,7.29152253337472,1.79371690039081,0.7
2,0,1,1,0,2,1068.11111111111,3954.31204548736,178.98,49.129091178241794,35.796,9.825818235648368,4.268,2.24791814797603,6.82737687581608,1.8117397877326202,0.7875
3,0,1,1,0,3,1040.02469135802,4432.824356679171,177.704,48.075195101008205,35.5408,9.61503902020163,4.1856,2.16963421801925,6.84760523156209,1.9743935220346298,0.7
4,0,1,1,0,4,937.592592592593,3630.6341614470202,225.86,62.5638905439871,45.172,12.5127781087974,5.9864,2.9578328282713997,8.23878746181139,1.8305367277033502,0.8
5,0,1,1,0,5,1005.6790123456801,3986.08259014856,182.78,50.211986616743204,36.556,10.042397323348599,4.1968,2.1012733663186203,6.789817750665799,2.01324598591311,0.7125
6,0,1,1,0,6,940.9629629629629,3977.1855749252704,212.452,58.9332477978263,42.4904,11.786649559565301,5.5448,2.76208489369896,7.6847756838397805,1.79068709283194,0.7375
7,0,1,1,0,7,1006.1234567901199,4158.7559226606,164.636,44.4392563394124,32.9272,8.887851267882471,3.7616,1.96492377460297,7.378428853628679,2.03996296895682,0.5625
8,0,1,1,0,8,1020.46913580247,4068.77573143951,171.06,45.2237150176763,34.211999999999996,9.04474300353526,3.92,2.0,7.25773425240465,1.9393451251690599,0.725
9,0,1,1,0,9,832.83950617284,3458.84260402622,193.132,51.9059396986511,38.6264,10.3811879397302,4.7352,2.25298933863434,8.68040914987126,2.20609175192768,0.725
0,0,1,1,1,0,710.123456790123,3017.1178888351,171.02,45.77059754908171,34.204,9.154119509816331,3.992,2.06748542921105,7.39179827221415,2.3822691548809902,0.4625
1,0,1,1,1,1,758.814814814815,4043.5265567434003,146.512,38.3890851154335,29.3024,7.6778170230867095,3.2792,1.6978949790844,6.4694267229654905,2.00660909571639,0.45
2,0,1,1,1,2,739.5185185185189,3270.81047875426,172.34,45.009070197017,34.468,9.00181403940339,4.0592,2.05718627255774,7.3556608999421105,1.99566272067121,0.55
3,0,1,1,1,3,779.160493827161,3326.86861057354,197.112,53.3871469175868,39.4224,10.6774293835174,5.0456,2.54966677038393,7.2508936023530595,1.7945715334022,0.6125
4,0,1,1,1,4,722.061728395062,3221.27393458267,200.696,51.5621138434025,40.1392,10.3124227686805,5.1672,2.4333771101085,7.77837863128249,1.9230207289563999,0.55
5,0,1,1,1,5,685.333333333333,3227.5935269653496,191.66,51.5429956444132,38.332,10.3085991288826,4.3968,2.25075759689932,6.638813315433401,1.6054192993701002,0.5625
6,0,1,1,1,6,672.481481481482,2953.7439021994605,215.576,56.0642865289482,43.1152,11.2128573057896,5.7232,2.6590565544944704,8.05424942616221,1.76052891835659,0.575
7,0,1,1,1,7,690.172839506173,3121.6889018215998,175.208,43.746596850498,35.0416,8.749319370099599,4.256,2.09923414606375,7.90519983980479,2.20178321574317,0.4875
8,0,1,1,1,8,668.950617283951,3183.66946800574,162.476,42.732580357380705,32.4952,8.54651607147614,3.6384,1.8633640116735102,7.666101583953201,2.24364454935218,0.45
9,0,1,1,1,9,729.703703703704,3154.58772499318,193.3,51.523295702041395,38.66,10.304659140408301,4.9008,2.4316741887021003,7.6566922830322195,2.01883464864834,0.6
0,0,1,1,2,0,750.0740740740739,3040.0113497910997,170.72799999999998,46.80373933779221,34.1456,9.36074786755844,4.0224,2.0974218078393303,7.60025620132851,2.30979865206713,1.0625
1,0,1,1,2,1,726.851851851852,2866.72681724625,164.296,44.994937315213605,32.8592,8.99898746304272,4.0544,2.08205682919559,7.28571377541721,1.9760385330499097,1.1625
2,0,1,1,2,2,839.6049382716051,3683.3562750383703,157.764,41.8434738519641,31.5528,8.36869477039281,3.4792,1.688255715228,7.27623306587846,2.07046481217978,1.1125
3,0,1,1,2,3,822.172839506173,3727.5526965998706,132.72799999999998,34.670650642870804,26.5456,6.93413012857417,2.5504,1.3621526493018299,6.05336213041531,2.27413734795268,1.0875
4,0,1,1,2,4,812.6172839506171,3473.88264501065,170.86,47.234483166432504,34.172,9.44689663328651,4.096,2.09603053412874,7.936516188853849,2.6220665922305604,0.9125
5,0,1,1,2,5,817.753086419753,3436.4703594860603,158.06799999999998,41.6953639629156,31.6136,8.33907279258312,3.5192,1.75855376943669,6.860288750596711,2.1152708584786497,1.0
6,0,1,1,2,6,732.0740740740739,3122.6706747047697,169.708,46.0335392512894,33.9416,9.20670785025788,3.7792,1.95915475652129,7.22453052992238,2.4222534485552596,1.025
7,0,1,1,2,7,752.246913580247,3041.35160227543,179.49200000000002,47.7575746452853,35.8984,9.55151492905706,4.2504,2.18508119757596,7.4886010972538,2.16490778135598,1.1625
8,0,1,1,2,8,750.41975308642,2579.41411600232,186.98,50.950913632632705,37.396,10.1901827265265,4.6824,2.41052903736918,7.22153899463751,1.58737525822158,0.925
9,0,1,1,2,9,743.814814814815,3591.3151039115205,155.86,39.6211105346632,31.171999999999997,7.92422210693264,3.384,1.7409147021034699,7.317186249010861,2.43208021818291,1.2
0,0,2,1,0,0,1390.9012345679,5510.16444289789,103.116,35.8266736385057,20.6232,7.16533472770114,2.0408,1.250574012204,6.248486828911281,2.45607077866172,0.7
1,0,2,1,0,1,1405.7530864197502,5740.612275450971,93.884,31.6002301257443,18.7768,6.32004602514887,1.6176,1.03938935919125,4.863205080291509,2.29562479594386,0.925
2,0,2,1,0,2,1202.8024691358,5173.90881301807,93.196,31.813292567730198,18.6392,6.36265851354605,1.7608,1.10122811442498,5.60622662269104,2.49778186940148,0.7375
3,0,2,1,0,3,1419.54320987654,4976.877989235611,96.8,29.4568158496467,19.36,5.89136316992935,2.0928,1.17481409593178,6.306179124552339,2.47193529732499,0.8625
4,0,2,1,0,4,1278.46913580247,5013.78471196523,85.36399999999999,28.1554169566,17.0728,5.63108339132,1.5,1.04065364074701,4.648385883452571,2.3990981189690497,0.6875
5,0,2,1,0,5,1139.45679012346,4405.1678687465,110.844,33.7832453148006,22.1688,6.75664906296013,2.2744,1.26822105328685,6.3183999856768605,2.58281473441088,0.7625
6,0,2,1,0,6,1360.6790123456801,5041.50555806781,99.3,30.885368704291,19.86,6.17707374085821,1.9648,1.2540019776698899,5.693457408145879,2.58185094471142,0.725
7,0,2,1,0,7,1352.12345679012,5482.88351950524,92.264,32.7122347753864,18.4528,6.5424469550772795,1.8176,1.16592034033205,5.31196212208792,2.49209930758523,0.65
8,0,2,1,0,8,1414.27160493827,4610.8096796050295,97.32,30.0857707230511,19.464000000000002,6.017154144610231,1.9752,1.2490736407434098,5.809622099058781,2.3664137968902903,0.7875
9,0,2,1,0,9,1218.93827160494,4783.723508014221,100.45200000000001,31.328576348120304,20.0904,6.2657152696240495,2.0736,1.20307233365247,6.493413125592309,2.9939901506369595,0.7
0,0,2,1,1,0,1342.87654320988,4527.36372580623,82.624,24.458671754615,16.5248,4.891734350922991,1.5112,0.9147428928392941,5.55292729882782,3.1828603014805497,0.575
1,0,2,1,1,1,1881.8024691357998,5703.86990445149,73.548,24.3829386251945,14.7096,4.87658772503889,1.4224,0.9992688527118221,4.9255711245026905,2.53703247045179,0.55
2,0,2,1,1,2,1480.28395061728,5173.05540069226,83.296,23.1442516405262,16.6592,4.628850328105241,1.5959999999999999,0.948506193970287,6.130613887814929,3.166479627573,0.625
3,0,2,1,1,3,1386.91358024691,4579.16333453869,95.7,27.215620514697104,19.14,5.44312410293941,1.992,1.1396560884758202,6.013146108132339,2.43046564883309,0.525
4,0,2,1,1,4,1369.7037037037,4799.701681687739,77.3,22.9097795711788,15.46,4.58195591423575,1.5,0.972954264084392,5.506385950272531,2.59306356777499,0.675
5,0,2,1,1,5,1366.40740740741,4912.56383184183,82.94,24.5352073559609,16.588,4.907041471192191,1.5456,0.971061604636905,5.879338458445481,2.90418757191091,0.7125
6,0,2,1,1,6,1529.62962962963,5199.63352090459,66.884,20.045711361785102,13.3768,4.009142272357019,1.1424,0.796719674666065,5.01177101787115,2.75610684010245,0.575
7,0,2,1,1,7,1641.0246913580302,5684.751829008461,82.072,24.739014046643,16.4144,4.9478028093286,1.5416,0.9465460580447209,5.4268551386977695,2.58703163108236,0.6625
8,0,2,1,1,8,1328.56790123457,4617.107995855129,72.444,22.3355963430574,14.4888,4.467119268611481,1.2264,0.8266214611295791,5.07460842779503,3.06073908347215,0.6375
9,0,2,1,1,9,1780.28395061728,5488.210064264629,69.796,21.5722595942103,13.9592,4.31445191884207,1.124,0.7626165484698059,4.96068422133403,4.13799920561792,0.5625
0,0,2,1,2,0,1453.9259259259302,5233.9808818008005,79.368,23.357923195352804,15.8736,4.671584639070559,1.4568,0.8882194323476601,5.2840793127923895,3.4813718982151602,1.175
1,0,2,1,2,1,1658.5061728395099,5549.08204870817,70.916,21.747573289909802,14.1832,4.34951465798197,1.2472,0.845229057711577,4.7989944656651,2.8856632381968903,1.225
2,0,2,1,2,2,1607.1975308642002,5218.145483020689,70.388,21.0178366155987,14.0776,4.20356732311973,1.2592,0.851924503697364,5.33063701396647,3.54226193634717,1.25
3,0,2,1,2,3,1642.5185185185198,5535.03245690933,75.132,24.1275480726907,15.0264,4.82550961453814,1.2848,0.893626857250833,5.15014801799501,2.9400408931013198,1.4375
4,0,2,1,2,4,1607.23456790123,5365.811885622849,63.736000000000004,20.9922439010221,12.7472,4.19844878020442,1.0576,0.752729858581417,4.459703655993111,2.65027076320334,1.3125
5,0,2,1,2,5,1802.7530864197502,5333.88632209746,78.72800000000001,22.77503053785,15.7456,4.55500610757,1.5984,0.930546849975862,7.80913390924514,3.9204810284227403,1.3625
6,0,2,1,2,6,1745.9259259259302,5853.22065144592,60.276,19.534375444328898,12.0552,3.9068750888657795,0.9768,0.7152774007334499,4.49114007396088,2.4702387348046098,1.175
7,0,2,1,2,7,1830.7037037037,6029.18299328603,59.588,19.1890139402732,11.9176,3.83780278805464,0.892,0.736488968009705,4.18277826617825,3.251171865654,1.1
8,0,2,1,2,8,1564.3950617284,5433.17761803453,79.264,24.4156159864952,15.8528,4.88312319729904,1.5096,0.9909933602199359,5.445987582163191,2.53343378659673,1.225
9,0,2,1,2,9,1435.4938271604901,4679.34317466225,71.108,20.4425129570706,14.2216,4.08850259141412,1.0184,0.7183184808982711,3.7886300366299506,3.0671352372386496,1.4625
0,0,0,2,0,0,47.5700934579439,345.594844418687,111.00531914893601,26.5202647006353,22.2010638297872,5.3040529401270495,0.923404255319149,0.7170307468280458,3.4725816293637,2.62831748308981,0.02830188679245283
1,0,0,2,0,1,26.8971962616822,276.923584539818,106.39893617021299,26.960873915222397,21.2797872340426,5.39217478304449,0.8148936170212759,0.645929553962862,3.04110800546973,2.3338904128727003,0.02830188679245283
2,0,0,2,0,2,62.50467289719629,643.427872840661,93.64361702127658,25.7030011432171,18.7287234042553,5.14060022864343,0.55,0.520484635046174,2.89547200730722,2.76959780626683,0.04716981132075472
3,0,0,2,0,3,81.9252336448598,563.0621336696411,108.904255319149,25.6681229365092,21.7808510638298,5.1336245873018305,0.8882978723404259,0.635870384052145,3.3619606752584397,2.18512532290045,0.02830188679245283
4,0,0,2,0,4,83.46728971962621,859.348343823878,98.0691489361702,23.189104771999197,19.613829787234,4.63782095439983,0.7585106382978721,0.653128245604166,3.55784432765807,2.73629026009678,0.04716981132075472
5,0,0,2,0,5,21.626168224299104,222.65502940414902,112.31914893616998,30.798836937821196,22.463829787234,6.159767387564241,0.9191489361702131,0.745950285797818,3.1135029099672997,2.2483653936414,0.04716981132075472
6,0,0,2,0,6,31.6355140186916,257.02697747506903,108.42553191489401,27.6187915375322,21.685106382978702,5.5237583075064505,0.865957446808511,0.657777235700847,3.11319060667463,2.1258168410899403,0.02830188679245283
7,0,0,2,0,7,25.1121495327103,194.930437010103,110.10106382978701,30.3098431967727,22.0202127659574,6.06196863935454,0.927659574468085,0.7336014709316021,3.2612741499044597,2.10581282888877,0.02830188679245283
8,0,0,2,0,8,45.551401869158894,468.98038604832396,103.33510638297899,27.199801342542703,20.6670212765957,5.43996026850854,0.9010638297872341,0.648565467889344,3.6708001218638504,2.32970189827604,0.02830188679245283
9,0,0,2,0,9,20.981308411215,216.015791275849,105.191489361702,26.808531746023398,21.038297872340397,5.361706349204691,0.8563829787234041,0.664936168851151,2.9453793694485,1.8273014885325802,0.02830188679245283
0,0,0,2,1,0,318.383177570093,2388.241380296,76.64893617021279,20.1376684439293,15.3297872340426,4.02753368878587,0.58936170212766,0.576760595104406,2.82223354364319,2.5894231424696,0.4245283018867925
1,0,0,2,1,1,397.41121495327104,3173.3333721365198,64.8776595744681,17.8903555038552,12.9755319148936,3.5780711007710497,0.448936170212766,0.463737058855064,2.7637622424855,2.86408004435612,0.5188679245283019
2,0,0,2,1,2,311.85981308411203,2329.9862036758,85.43085106382979,23.554159078896998,17.086170212766,4.71083181577941,0.840425531914894,0.6494382431675451,3.8428296437604796,2.58320615760411,0.4716981132075472
3,0,0,2,1,3,306.94392523364496,2569.95527373633,82.02127659574471,24.125989660399604,16.404255319148902,4.82519793207992,0.615957446808511,0.606314852462716,2.6498284516900097,2.1997485407069304,0.4056603773584906
4,0,0,2,1,4,401.42990654205596,3188.73946064752,65.7340425531915,19.337250751761104,13.146808510638301,3.86745015035223,0.497872340425532,0.498717231825866,2.47601048478722,2.10866845019321,0.4433962264150944
5,0,0,2,1,5,380.280373831776,2620.89182864636,71.2021276595745,20.953128942817603,14.2404255319149,4.19062578856352,0.51063829787234,0.505389692724334,2.31345829111792,1.9316505408767701,0.4339622641509434
6,0,0,2,1,6,399.607476635514,3268.5444036791996,71.19680851063829,19.630864496456198,14.2393617021277,3.92617289929125,0.6138297872340429,0.5626875221855899,2.96210149188865,2.3867198900902205,0.37735849056603776
7,0,0,2,1,7,418.626168224299,2842.17496525935,69.1010638297873,18.023784491024802,13.8202127659574,3.60475689820495,0.5212765957446811,0.5289235033830171,2.67811339074638,2.5967151669784103,0.4716981132075472
8,0,0,2,1,8,387.401869158878,3333.36978289676,63.81914893617021,19.0807147631171,12.763829787234002,3.81614295262342,0.352127659574468,0.41159490604447,2.2262749071257995,2.20739734350594,0.4245283018867925
9,0,0,2,1,9,336.50467289719603,2256.48436080087,67.97872340425529,18.629351539864,13.5957446808511,3.7258703079728104,0.45531914893617,0.46804642006476904,2.4327760891591,2.2603459087530897,0.4622641509433962
0,0,0,2,2,0,215.93457943925202,2223.18256455612,78.5159574468085,21.7518588258835,15.703191489361698,4.3503717651767095,0.532978723404255,0.529127804589647,2.3633358662613504,2.0012057594355,0.018867924528301886
1,0,0,2,2,1,177.47663551401902,1574.4016537120099,96.1170212765958,25.529022442543504,19.2234042553192,5.10580448850869,0.784042553191489,0.707378016172183,2.7129100657025997,2.21497468359337,0.02830188679245283
2,0,0,2,2,2,123.990654205607,1276.56191663995,97.6542553191489,24.0206611637424,19.5308510638298,4.80413223274848,0.8478723404255321,0.677012951792299,3.16763965939496,2.1403565389301398,0.0660377358490566
3,0,0,2,2,3,176.457943925234,1757.6684390661499,90.38829787234042,21.965961851953697,18.077659574468104,4.39319237039074,0.734042553191489,0.628329970143646,3.11805728255194,2.5607885792794702,0.03773584905660377
4,0,0,2,2,4,228.682242990654,1873.7676453472302,90.57446808510642,24.3021710621518,18.114893617021302,4.86043421243036,0.75,0.616311954720915,3.1875362669245497,2.3910282565329,0.07547169811320754
5,0,0,2,2,5,126.327102803738,1300.6171272497302,98.19680851063829,26.624828246884498,19.6393617021277,5.3249656493769,0.909574468085106,0.690446840965462,3.4520204529513996,2.31383699913757,0.04716981132075472
6,0,0,2,2,6,159.96261682243,1646.91593918816,94.8085106382979,23.823275136037303,18.961702127659603,4.76465502720746,0.74468085106383,0.624604900014945,3.13913527370961,2.42267896313752,0.018867924528301886
7,0,0,2,2,7,207.62616822429902,1991.4268989583,85.5425531914894,20.5144810781737,17.1085106382979,4.10289621563473,0.635106382978723,0.625896369440187,2.7713780309523397,2.85056451910802,0.018867924528301886
8,0,0,2,2,8,237.62616822429902,1964.0959325380302,83.08510638297871,20.69364152238,16.6170212765957,4.13872830447599,0.5765957446808511,0.534237482437789,2.72525329280641,2.33541108305957,0.0660377358490566
9,0,0,2,2,9,159.42990654205602,1641.43135116913,82.1276595744681,20.7473320728095,16.4255319148936,4.1494664145619,0.587234042553192,0.528191221529361,2.67663047649761,2.19854557097278,0.09433962264150944
0,0,1,2,0,0,609.514018691589,3263.37421377771,53.68085106382979,16.531216612214198,10.736170212766,3.30624332244283,0.229787234042553,0.303114958612904,1.5866134751771497,1.87873965839504,0.2735849056603773
1,0,1,2,0,1,793.5514018691589,4068.06622234864,50.8085106382979,19.4544074729154,10.1617021276596,3.8908814945830796,0.26063829787234,0.33761304965778605,1.70638297872345,1.87419266524858,0.2547169811320755
2,0,1,2,0,2,683.317757009346,3758.39135552346,55.41489361702129,17.831307379466697,11.0829787234043,3.56626147589334,0.263829787234042,0.331614703312664,2.04304711246192,2.58542240994096,0.2830188679245283
3,0,1,2,0,3,607.9906542056079,3635.3589533275604,58.5744680851064,17.6893942030319,11.714893617021302,3.53787884060638,0.392553191489362,0.4234456838493761,2.8729419959474503,3.0379639651268704,0.2169811320754717
4,0,1,2,0,4,587.373831775701,3219.35229604406,60.43085106382979,19.8247777836047,12.086170212766,3.96495555672094,0.398936170212766,0.444587947131126,2.60575818980058,2.8544314288579,0.2358490566037736
5,0,1,2,0,5,658.261682242991,3820.4153058394704,51.776595744680904,19.9254751166393,10.355319148936198,3.9850950233278595,0.22659574468085103,0.30023945476012703,1.4324088145896,1.75285368454197,0.2547169811320755
6,0,1,2,0,6,621.635514018692,3664.74417868251,53.39893617021279,16.698369105489302,10.6797872340426,3.33967382109786,0.240425531914894,0.306774277312264,1.82474670719351,2.11629247019973,0.2830188679245283
7,0,1,2,0,7,673.14953271028,3879.0577977391295,49.8882978723404,16.6747123895129,9.97765957446809,3.33494247790258,0.17765957446808497,0.27236328029101603,1.4791666666666499,1.94042903742722,0.2830188679245283
8,0,1,2,0,8,600.1682242990651,3390.31485728297,55.7978723404255,18.5942565985249,11.1595744680851,3.7188513197049904,0.26702127659574504,0.33640410662113207,2.04400962512667,2.2704389271764103,0.22641509433962265
9,0,1,2,0,9,536.654205607477,3097.7686757207503,64.47872340425529,20.3852411794605,12.895744680851099,4.0770482358921,0.34148936170212796,0.402362590386017,2.08581560283682,2.14093692572249,0.2641509433962264
0,0,1,2,1,0,98.81308411214951,851.2197200437869,106.27659574468099,26.9719729456571,21.2553191489362,5.394394589131419,0.765957446808511,0.662450831814864,3.3449963157408704,2.76803729644075,0.04716981132075472
1,0,1,2,1,1,140.196261682243,1015.82308084371,96.07446808510642,24.006754085847202,19.2148936170213,4.80135081716945,0.7117021276595749,0.654665154459559,3.05225247565667,2.28082601719007,0.08490566037735849
2,0,1,2,1,2,90.99065420560748,595.867113318973,101.14361702127701,25.8396366259224,20.2287234042553,5.167927325184481,0.740425531914894,0.643018008572172,2.91142609606714,2.17253440268554,0.0660377358490566
3,0,1,2,1,3,132.85046728972,1096.02100058107,95.98404255319151,23.8819071692514,19.196808510638302,4.77638143385028,1.03617021276596,0.730469255157082,14.546773992851,13.6093576785981,0.0660377358490566
4,0,1,2,1,4,100.158878504673,996.928189931008,95.77127659574471,26.2207450854927,19.1542553191489,5.24414901709854,0.704255319148936,0.611749304378744,2.92383368699839,2.31849093133907,0.07547169811320754
5,0,1,2,1,5,49.261682242990595,292.48229713817904,107.63297872340401,28.8856582550811,21.5265957446809,5.77713165101622,0.909574468085106,0.699326294179691,3.1872389726111097,1.9714426885716598,0.07547169811320754
6,0,1,2,1,6,145.121495327103,1020.03591388378,97.0,28.4056856759946,19.4,5.68113713519892,0.719148936170213,0.663850245183944,2.7122877713305003,2.09968032890337,0.10377358490566037
7,0,1,2,1,7,20.990654205607502,161.303423104345,101.22340425531901,26.028280141693,20.2446808510638,5.2056560283386,0.695744680851064,0.6537803153732751,2.7787141936077404,2.31554598230583,0.03773584905660377
8,0,1,2,1,8,85.0560747663551,629.014342908485,92.39361702127658,23.5117526452001,18.4787234042553,4.70235052904001,0.631914893617021,0.5847735997543579,2.93495747751069,2.7093950195173995,0.05660377358490566
9,0,1,2,1,9,115.915887850467,1179.71396914672,99.8404255319149,26.7465659722568,19.968085106383,5.34931319445136,0.8531914893617021,0.657639577881117,3.4933061619231403,2.3522505150715802,0.0660377358490566
0,0,1,2,2,0,363.607476635514,2420.93508912124,78.4042553191489,21.9199797857378,15.6808510638298,4.38399595714756,0.4691489361702129,0.46551883563251795,2.5456602499155,2.5857377045083902,0.3018867924528302
1,0,1,2,2,1,376.88785046729,2403.34877477591,72.2765957446809,21.0621695025875,14.4553191489362,4.2124339005175,0.443617021276596,0.464038358337054,2.37500633231985,2.18830920182183,0.2641509433962264
2,0,1,2,2,2,253.77570093457902,1527.6737939488198,85.17553191489358,22.8709617347962,17.0351063829787,4.57419234695925,0.6648936170212769,0.5483451791446451,3.46715176076895,2.4595502071462203,0.2830188679245283
3,0,1,2,2,3,332.168224299065,2082.42971624553,80.23936170212771,21.883179774415396,16.0478723404255,4.376635954883089,0.581914893617021,0.570453862970688,2.54492243867244,2.1848013491954,0.2641509433962264
4,0,1,2,2,4,408.82242990654197,2491.32949836095,78.436170212766,20.7536505430887,15.687234042553198,4.15073010861773,0.522340425531915,0.48567878696774197,2.76400498142527,2.28474525234108,0.2830188679245283
5,0,1,2,2,5,365.046728971963,2189.43485808927,76.77127659574471,21.5578347427527,15.354255319148901,4.31156694855054,0.638297872340426,0.5733637928328261,3.3109604343645604,2.7461646525392003,0.2075471698113208
6,0,1,2,2,6,371.130841121495,2201.26107477718,75.6861702127659,20.6568318566523,15.137234042553198,4.13136637133046,0.557446808510638,0.5595380620791999,2.51338575726864,2.1917839633153897,0.2452830188679245
7,0,1,2,2,7,415.990654205608,2713.82639647289,73.72872340425529,20.814679365623398,14.7457446808511,4.16293587312468,0.531914893617021,0.529594940749571,2.5267363546617903,2.2140794861099704,0.2547169811320755
8,0,1,2,2,8,325.635514018692,1984.0679225660501,75.02127659574471,21.261782077091,15.0042553191489,4.2523564154182,0.518085106382979,0.544501092345474,2.43704906204892,2.27335049333558,0.2358490566037736
9,0,1,2,2,9,333.028037383178,2222.53542367591,75.93085106382979,20.3684284616927,15.186170212766,4.07368569233855,0.40531914893617,0.471950912809164,2.13651426882808,2.9596469779964103,0.18867924528301888
0,0,2,2,0,0,11.214953271028,83.2696361212427,105.010638297872,30.741196519042,21.002127659574498,6.14823930380841,0.898936170212766,0.720961928473853,3.8821169669573505,2.6022044295063,0.12264150943396225
1,0,2,2,0,1,69.3644859813084,535.035563365518,99.01595744680849,26.5334947020661,19.803191489361698,5.306698940413231,0.662765957446808,0.631527031909636,3.0556784601334197,2.50512699434627,0.07547169811320754
2,0,2,2,0,2,56.7289719626168,422.82268151288497,97.6329787234042,26.0722885752812,19.526595744680897,5.21445771505624,0.6106382978723399,0.568212592277428,2.39324945149421,1.87695399987393,0.12264150943396225
3,0,2,2,0,3,26.551401869158898,198.32759803641702,114.5,31.9646580100918,22.9,6.39293160201837,1.04042553191489,0.860024634597218,3.8156079696794802,2.76977652503687,0.16981132075471694
4,0,2,2,0,4,119.046728971963,863.448945756813,92.0,25.4332668729321,18.4,5.0866533745864295,0.592553191489362,0.532105285074963,3.4263752648060697,3.07174257438928,0.10377358490566037
5,0,2,2,0,5,77.25233644859809,589.305136413176,100.39361702127701,27.2573308839504,20.078723404255303,5.45146617679008,0.781914893617021,0.676263634535527,2.88645775766784,2.1107516477271298,0.09433962264150944
6,0,2,2,0,6,40.0467289719626,308.370404266716,105.85106382978701,27.3732892972944,21.170212765957398,5.474657859458881,0.880851063829787,0.674974640302923,3.5119129540672405,2.38435810292679,0.14150943396226415
7,0,2,2,0,7,22.018691588785,165.286609264109,109.63297872340401,29.707946813826798,21.9265957446809,5.94158936276537,0.8712765957446809,0.7212758112090129,3.69094295184721,2.5651811177379704,0.16037735849056606
8,0,2,2,0,8,157.514018691589,943.445567864465,93.45744680851071,27.2551634357005,18.6914893617021,5.4510326871401,0.6414893617021279,0.6288979849059321,3.0152192969385396,2.7052546064466805,0.09433962264150944
9,0,2,2,0,9,153.934579439252,1134.56856859409,99.01595744680849,25.276445191721603,19.803191489361698,5.055289038344309,0.75531914893617,0.5788133534602979,3.1612263475298,2.24463663473585,0.07547169811320754
