,net,con,param_F,param_G,it,MeanAA,StdAA,MeanSp,StdSp,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
3,1,0,1,1,3,1822.10280373832,6113.74586666322,226.28,64.9428795173112,45.256,12.9885759034622,4.552,2.30740026870069,6.396765268071441,1.8085810649778602,1.4056603773584906
4,1,0,1,1,4,1731.11214953271,5746.81794654981,214.548,59.035512160055,42.9096,11.807102432011002,4.14,2.23121491569055,6.560240013935441,2.0073503511396997,1.2924528301886793
5,1,0,1,1,5,2427.2056074766397,7156.78675449495,230.28799999999998,66.7355756399838,46.0576,13.3471151279968,4.5016,2.2956126502526497,6.54447029319442,1.68443473357794,1.6792452830188682
6,1,0,1,1,6,1778.14018691589,5971.62695069707,222.93200000000002,62.9683045349007,44.5864,12.5936609069801,4.444,2.34997531901933,6.18149096916669,1.7164427755692802,1.2547169811320755
7,1,0,1,1,7,2006.0467289719602,6694.91319715518,214.632,61.4654421280771,42.9264,12.293088425615402,3.8584,2.07289880119604,5.43860832427555,1.41338709433683,1.3867924528301887
8,1,0,1,1,8,1934.22429906542,6717.765711551529,235.328,68.471924290179,47.0656,13.6943848580358,4.7608,2.5422319642393,6.342836920157289,1.6557792843195098,1.4056603773584906
9,1,0,1,1,9,1634.67289719626,5266.62717047797,237.704,65.5236169941801,47.5408,13.104723398836,4.7672,2.40726487117641,6.4051322714440895,1.6273880876813103,1.4245283018867925
0,1,1,1,1,0,2436.30841121495,7335.64538046062,237.72799999999998,67.3854436506876,47.5456,13.4770887301375,4.9312,2.4046094402210096,6.686518934967671,1.77441833305073,1.849056603773585
1,1,1,1,1,1,2290.46728971963,6976.7508174333,229.64,63.5334746413259,45.928000000000004,12.7066949282652,4.6616,2.46210589536681,6.684102798614759,1.6696179430980602,1.6320754716981132
2,1,1,1,1,2,2153.90654205607,7074.4811157205095,218.232,62.0614709461515,43.6464,12.412294189230302,4.3272,2.31516309576669,6.424237716918451,1.64704190324642,1.7924528301886793
3,1,1,1,1,3,2214.82242990654,6716.635113570091,225.61599999999999,60.226344268932706,45.1232,12.0452688537865,4.6,2.28707673679743,6.82546115491539,1.81831082168624,1.8113207547169807
4,1,1,1,1,4,2418.5233644859804,7300.83310486927,227.06799999999998,64.75349701753571,45.4136,12.9506994035071,4.7056,2.43850131023135,7.0262373911767195,1.9605370865838398,1.7169811320754718
5,1,1,1,1,5,2332.18691588785,7471.429010596941,224.468,61.06705311377,44.8936,12.213410622754,4.4432,2.16223351190384,6.431799764396519,1.59365475895982,1.7264150943396226
6,1,1,1,1,6,2188.95327102804,6906.03401798959,215.176,60.8626734871218,43.0352,12.1725346974244,4.4424,2.23777618183767,7.007815449956371,1.88611526365988,1.6792452830188682
7,1,1,1,1,7,2367.9439252336497,7374.440231355029,228.83599999999998,64.383236203223,45.7672,12.8766472406446,4.848,2.4983066264972402,7.05678741024165,1.54084434854316,1.9245283018867925
8,1,1,1,1,8,2121.06542056075,6652.46376434379,202.12400000000002,56.387486413210496,40.4248,11.2774972826421,3.8008,1.9554639756333998,5.97375102145363,1.63129834874007,1.5566037735849056
9,1,1,1,1,9,2377.42056074766,7495.19969999165,222.82,62.2004790978333,44.56399999999999,12.440095819566698,4.452,2.2234423761366098,6.9482904411552795,1.72601304647859,1.7169811320754718
0,1,2,1,1,0,2141.71028037383,6829.34612434866,245.11599999999999,65.26939975210439,49.0232,13.0538799504209,5.2064,2.60097655506542,6.2913666019038,1.47327446716274,1.69811320754717
1,1,2,1,1,1,2173.41121495327,6899.795352448411,243.328,68.16559554496679,48.6656,13.633119108993402,5.1928,2.5401315241538196,6.458577588474211,1.53491805086204,1.6792452830188682
2,1,2,1,1,2,2273.6168224299104,7006.25251951381,243.49200000000002,68.3238899360978,48.6984,13.664777987219601,5.3152,2.65152200820585,6.380508587225259,1.38715478368816,1.660377358490566
3,1,2,1,1,3,2193.2990654205605,7093.7465605771495,240.48,63.779131383235395,48.096000000000004,12.7558262766471,4.8536,2.33317102673593,6.637513004703269,1.55419198493857,1.69811320754717
4,1,2,1,1,4,2073.46728971963,6808.496723367621,232.28400000000002,62.15911312108629,46.4568,12.4318226242173,4.5208,2.24534348374586,6.73325829189716,1.81743585484373,1.5849056603773586
5,1,2,1,1,5,2061.9439252336397,6896.9175951734105,240.55599999999998,65.7137342113504,48.1112,13.1427468422701,4.9048,2.4316695828175297,7.09343723692256,1.8922934991950902,1.6415094339622642
6,1,2,1,1,6,2091.56074766355,6941.72294616135,208.21599999999998,58.7005395545901,41.6432,11.740107910917999,4.1464,2.10443508809371,6.16731457881371,1.6584886862252501,1.5754716981132075
7,1,2,1,1,7,2076.95327102804,6870.2364382488795,206.208,53.522226560560796,41.2416,10.704445312112199,3.7552,1.8524559266012202,5.891506432252001,1.6059055132591498,1.4622641509433962
8,1,2,1,1,8,2318.3925233644895,7480.39363594785,257.128,71.99338591843001,51.4256,14.398677183685999,5.7608,2.9370296832003597,6.804880605787861,1.6031765198521999,1.7075471698113207
9,1,2,1,1,9,2058.8691588785,6702.535787512111,243.52,64.09076064457341,48.70399999999999,12.818152128914699,5.0408,2.51073203667775,6.529451421504491,1.6225273704235899,1.660377358490566
0,2,0,1,1,0,5232.841121495329,9392.4118309833,387.288,132.431767548425,77.4576,26.486353509684896,13.124,7.04823268628385,7.6586475791631194,1.4452620870907,4.0566037735849045
1,2,0,1,1,1,4635.57009345794,9134.208206160949,294.976,97.72577666102221,58.9952,19.545155332204498,8.2816,4.58286170858341,7.295690266119469,1.45980436013895,3.0660377358490565
2,2,0,1,1,2,4044.3364485981297,8859.27187778766,337.07199999999995,115.198484434475,67.4144,23.039696886894998,10.1712,5.7648426309830905,7.541602731151509,1.43564644429213,2.80188679245283
3,2,0,1,1,3,4360.28971962617,8881.57828549049,359.708,122.84343993881001,71.9416,24.568687987761997,10.8552,5.97075480655503,8.17586621785756,1.6246159340413302,3.2358490566037736
4,2,0,1,1,4,4001.3738317757,9189.48401684033,368.19599999999997,126.15992067213699,73.6392,25.2319841344275,11.1328,6.171466937446881,7.743168010148879,1.55015700801954,2.9339622641509435
5,2,0,1,1,5,4132.75700934579,8363.67192851749,367.96,125.836109285054,73.592,25.167221857010798,11.4408,6.408751466549469,7.56310722968029,1.46977935057125,3.547169811320755
6,2,0,1,1,6,4491.01869158878,8916.26109140585,282.988,96.0113110836426,56.5976,19.2022622167285,7.8904,4.50286884552504,7.08840716984229,1.6201136783636,3.0094339622641515
7,2,0,1,1,7,4543.57009345794,9181.078530001741,338.144,115.13676764613501,67.6288,23.0273535292269,10.168,5.649773092788769,7.8137967720281605,1.66241588003631,3.320754716981132
8,2,0,1,1,8,4685.0,9569.25876776702,293.392,102.84422363944401,58.6784,20.568844727888802,8.2792,4.8373512752331695,6.8873323703911105,1.49550218942945,3.1886792452830184
9,2,0,1,1,9,3812.85981308411,8597.01877087068,301.476,99.2927863643679,60.2952,19.8585572728736,8.148,4.58795117672366,6.93534248516884,1.4492854186340902,2.7358490566037736
0,2,1,1,1,0,6353.495327102801,9424.81023123744,682.924,245.787367909744,136.5848,49.1574735819489,26.2288,13.6001342111025,8.48847124283094,1.49266045557008,4.9905660377358485
1,2,1,1,1,1,6020.542056074771,9395.06217721053,492.736,172.39339402656898,98.5472,34.4786788053139,18.0664,8.22718852585742,23.008101822395602,4.76397864651388,4.2075471698113205
2,2,1,1,1,2,4778.990654205611,9266.7694554305,420.57199999999995,147.044363428184,84.1144,29.408872685636897,14.0864,7.666773443894111,7.43176453055556,1.2641245533271201,3.5566037735849063
3,2,1,1,1,3,5122.41121495327,9229.69486029088,558.28,202.225699652641,111.656,40.4451399305281,20.8792,9.44064231713076,23.9718972515855,5.23188350547469,3.4905660377358485
4,2,1,1,1,4,7300.906542056079,9090.622181942059,703.3,259.690096076073,140.66,51.9380192152146,26.6064,11.3296760342033,27.1878851450669,5.74673320184901,5.5094339622641515
5,2,1,1,1,5,5261.07476635514,8486.10861657768,564.508,203.753974037318,112.9016,40.750794807463606,20.9016,9.404956004150149,24.1168124700193,5.15692650072639,4.066037735849057
6,2,1,1,1,6,5652.3925233644895,8975.6485760052,572.904,204.92062557,114.5808,40.9841251139999,21.772,9.82188658048952,23.6128562674742,5.01209086404262,3.867924528301887
7,2,1,1,1,7,6771.018691588791,9619.33432031582,669.924,244.208104337264,133.9848,48.8416208674528,25.616,10.930239887577901,25.9072652863874,5.955991565292409,4.9905660377358485
8,2,1,1,1,8,5839.289719626171,9200.53193099501,548.432,195.10628225661998,109.6864,39.0212564513241,20.7752,9.35154452269784,22.338064280440697,4.62633104820524,4.311320754716982
9,2,1,1,1,9,6559.532710280369,9212.326739204631,666.4839999999999,244.210781383624,133.2968,48.8421562767247,25.1736,10.6016801989119,26.9079725441761,6.02882882173725,5.056603773584905
0,2,2,1,1,0,5229.149532710279,9308.010604683059,538.008,201.41443825108502,107.6016,40.2828876502169,19.704,9.306225013398288,23.0026224496704,4.94420225509666,3.80188679245283
1,2,2,1,1,1,5130.02803738318,9144.094561757009,475.63199999999995,175.807305240709,95.1264,35.1614610481419,17.2,9.71776105900943,7.695605391224941,1.42559271882148,3.7547169811320753
2,2,2,1,1,2,5369.046728971961,8566.75979966207,575.68,220.40619229050702,115.13600000000001,44.081238458101396,21.8904,12.182268583478198,8.58995313760451,1.4840702967546102,4.283018867924528
3,2,2,1,1,3,5328.6074766355105,9709.40451869257,518.024,192.91353354288003,103.6048,38.582706708576104,18.9472,10.6247000974145,7.94677479026518,1.29039817532302,3.867924528301887
4,2,2,1,1,4,5286.32710280374,9721.37128973155,534.8,204.115457523432,106.96,40.823091504686396,19.6712,11.146567658252499,7.9545947267845705,1.52131798823328,4.075471698113208
5,2,2,1,1,5,5137.2990654205605,8972.731343410831,594.984,232.831990379329,118.9968,46.56639807586579,22.8664,13.198263182707,8.179328467125,1.5078541999228101,3.9716981132075473
6,2,2,1,1,6,5138.41121495327,9311.04212920535,531.2,200.261189450178,106.24,40.0522378900356,19.0776,10.7635485895684,7.78141808111446,1.48515347707889,3.8113207547169816
7,2,2,1,1,7,6260.76635514019,9269.92762332434,757.04,296.526960662939,151.408,59.3053921325877,28.5784,12.7572541496985,26.720914426017,6.0592593753556905,5.169811320754717
8,2,2,1,1,8,5478.93457943925,8934.24375544464,639.664,247.386206373759,127.9328,49.4772412747518,25.0688,14.051097699468201,7.771754366027009,1.37412397421621,4.415094339622642
9,2,2,1,1,9,5288.19626168224,9683.80209319526,526.592,195.121443045094,105.3184,39.024288609018896,19.5416,9.20060592787236,22.8632891954732,5.10453611660226,3.7358490566037736
0,0,0,1,2,0,9159.41121495327,8061.543429543521,858.3560000000001,268.527520496503,171.6712,53.7055040993007,32.548,10.6151597256,35.34758353795171,7.338810045742201,6.773584905660377
1,0,0,1,2,1,8346.803738317758,8153.4354349187,823.2360000000001,259.546088978432,164.6472,51.909217795686395,31.7984,11.015741347726,31.1174273717759,6.4253537625864805,6.018867924528303
2,0,0,1,2,2,8678.24299065421,7955.810136724591,800.812,255.01954563523202,160.1624,51.0039091270463,31.1888,11.4381342254758,28.515996555089302,5.7723225678054595,6.283018867924527
3,0,0,1,2,3,8815.42056074766,8194.13197382353,912.6439999999999,285.737063161222,182.5288,57.147412632244304,34.1472,11.372630837233801,36.344677311206105,7.536652463311679,6.867924528301888
4,0,0,1,2,4,7354.57943925234,7955.8612720520705,794.8560000000001,255.61814345621102,158.9712,51.123628691242196,31.38,14.4532376995606,8.11848457421358,1.23390084816147,5.471698113207546
5,0,0,1,2,5,7178.2523364486,7945.2322846989,791.2639999999999,246.124038452159,158.2528,49.2248076904319,30.6072,10.950438719978301,29.7620273089151,6.022061440098,5.150943396226415
6,0,0,1,2,6,9642.04672897196,8585.35596438491,761.192,243.42067935161097,152.2384,48.684135870322294,29.4448,10.9552796842436,29.0382415226766,5.88610646781103,6.377358490566037
7,0,0,1,2,7,9725.03738317757,8630.92578169166,920.1,294.893489246541,184.02,58.9786978493083,37.7144,16.8015580420388,8.586914858663581,1.38711003388651,6.943396226415095
8,0,0,1,2,8,8577.299065420559,8398.99700644656,817.812,264.310106987985,163.5624,52.862021397597,32.72,14.907877112453,8.24858250360103,1.3660776674952,6.273584905660377
9,0,0,1,2,9,8262.21495327103,8296.54323921416,848.1039999999999,267.630157463616,169.6208,53.526031492723206,34.6696,14.905315690719199,9.32222438120116,1.46867455969707,6.254716981132076
0,0,1,1,2,0,9016.67289719626,8114.51658089389,981.92,308.118083857472,196.38400000000001,61.6236167714944,40.9184,17.7201642610897,8.70816022340332,1.3595361982911798,6.688679245283018
1,0,1,1,2,1,8633.710280373829,7809.33464564372,969.164,298.33787742088697,193.8328,59.66757548417729,40.1752,17.001915920272,8.783754663886558,1.37623612691257,6.377358490566037
2,0,1,1,2,2,7396.93457943925,8087.154004525721,898.76,272.770068739222,179.752,54.55401374784449,34.3936,11.1343198732567,33.0548040549911,6.82019857696275,5.339622641509433
3,0,1,1,2,3,9512.94392523364,7834.361827819291,919.992,279.060523786508,183.9984,55.812104757301505,35.7328,11.49672493191,32.6206324452942,6.52094521125317,6.867924528301888
4,0,1,1,2,4,7332.9158878504695,8493.361678416959,827.04,249.015401933294,165.408,49.80308038665879,31.6016,10.613681615726,32.2668542002374,6.08033777101245,5.30188679245283
5,0,1,1,2,5,7307.9158878504695,8005.248004262429,802.336,248.860167772989,160.4672,49.772033554597705,32.1904,13.997356458989,8.50638493693212,1.38797679643542,5.386792452830188
6,0,1,1,2,6,8726.20560747663,8249.03119628916,860.7439999999999,271.180792948173,172.1488,54.2361585896346,35.0096,15.4569721433404,8.394132784266791,1.32983203373266,5.735849056603772
7,0,1,1,2,7,8441.72897196262,7962.79241346914,933.192,294.796396070237,186.6384,58.95927921404739,38.6664,16.6741833695087,9.40120596035447,1.44148668875756,5.839622641509434
8,0,1,1,2,8,8287.75700934579,7819.49753009735,880.596,269.070460630668,176.1192,53.8140921261337,34.2176,11.3881908238315,31.193262892628002,5.8915369588676905,5.79245283018868
9,0,1,1,2,9,7456.504672897199,7711.200978469699,860.552,264.912935312717,172.1104,52.982587062543494,33.4072,11.16755784225,31.5945543756007,6.22372492123027,5.4245283018867925
0,0,2,1,2,0,8051.28037383177,7825.009682946909,754.0319999999999,237.893722018888,150.8064,47.5787444037776,28.6624,10.5596944198211,29.6552509606585,6.00366336357682,6.339622641509434
1,0,2,1,2,1,6129.3738317757,9651.97365175996,571.66,181.972130833268,114.33200000000001,36.3944261666536,21.2792,8.59326057791802,26.045652467668802,5.61708891486174,3.89622641509434
2,0,2,1,2,2,7815.429906542059,8711.530039451422,695.7080000000001,218.630790914729,139.1416,43.726158182945795,26.544,12.2268452186163,7.933854262979491,1.19051868025304,5.349056603773585
3,0,2,1,2,3,6298.1308411215,8503.59295924525,692.82,212.340433266959,138.564,42.4680866533919,25.8144,8.92289373689948,33.6890387304034,6.6824239621522805,4.971698113207547
4,0,2,1,2,4,6681.056074766359,8895.73898295866,720.1439999999999,217.48784624433603,144.0288,43.49756924886721,28.4824,12.2938980897029,8.27804055158125,1.23663535797151,5.264150943396227
5,0,2,1,2,5,6669.16822429907,9150.75791405319,609.128,194.62386188748798,121.8256,38.924772377497604,22.5752,8.57224503616176,30.181269753638002,6.195748783314031,4.349056603773585
6,0,2,1,2,6,6296.7757009345805,8451.73851198223,676.888,213.53857603721198,135.3776,42.7077152074423,26.0888,10.044793405541,26.638242424791898,5.25082836613819,4.69811320754717
7,0,2,1,2,7,7981.981308411221,9093.87551220195,680.9760000000001,223.086797959897,136.1952,44.6173595919794,25.8936,10.0088140676106,29.847721983871498,6.38887379918311,5.377358490566038
8,0,2,1,2,8,7100.635514018691,9054.98991819162,732.416,229.451369453311,146.4832,45.8902738906623,28.204,10.4938298061289,28.3956362911453,5.370090248957809,5.235849056603773
9,0,2,1,2,9,7607.813084112149,8486.64285103069,757.908,242.575735670326,151.5816,48.515147134065295,27.8992,9.88678711007777,35.174825450719,7.2779401887286,5.7075471698113205
0,1,0,1,2,0,4141.57009345794,8361.71027659771,568.688,183.26332599841098,113.7376,36.652665199682296,20.0992,9.937069958493801,7.918342063586481,1.23724777875901,3.169811320754717
1,1,0,1,2,1,3349.96261682243,7698.356168659459,465.68,143.11805476598698,93.13600000000001,28.6236109531974,15.0552,7.32102676951806,7.636986024819469,1.17244853233907,2.443396226415094
2,1,0,1,2,2,3966.8878504672903,7731.4822125111095,602.096,183.491402479789,120.4192,36.698280495957896,21.4248,9.997352897642461,7.98409497163018,1.15723548051867,3.3113207547169816
3,1,0,1,2,3,4365.06542056075,8095.7356667800295,501.724,153.765951445696,100.3448,30.753190289139106,17.2336,6.550272592801,37.7569577906629,8.1599390252491,3.0660377358490565
4,1,0,1,2,4,3893.98130841122,8271.79107273948,479.056,151.924497247811,95.8112,30.384899449562102,15.7448,7.79511596834839,7.40537895235706,1.24401864506153,2.981132075471698
5,1,0,1,2,5,3412.6355140186897,8131.062643238671,418.344,131.427309429966,83.6688,26.2854618859932,13.08,6.51882197946838,7.39476490879629,1.3368444729122901,2.4056603773584904
6,1,0,1,2,6,2828.7663551401897,7843.766651415551,368.256,108.35599874487801,73.6512,21.671199748975603,10.5752,5.22583055217063,7.240788220413281,1.2432439731588898,2.0849056603773586
7,1,0,1,2,7,4027.7757009345796,8036.51560045888,528.38,164.46632360456002,105.676,32.89326472091211,18.1496,8.81864501156498,7.75562478946567,1.21806042602902,3.1320754716981134
8,1,0,1,2,8,3668.71962616822,8519.880991440341,442.788,137.8063824937,88.5576,27.56127649874,13.9392,6.889004526054549,7.83276481703117,1.3647269580907602,2.4056603773584904
9,1,0,1,2,9,3965.0093457943894,7504.041899649041,580.2040000000001,174.82819676471001,116.0408,34.9656393529419,20.4432,7.775184483984929,34.208668892182395,6.88351524076996,2.9716981132075477
0,1,1,1,2,0,5267.18691588785,8881.851450008371,615.328,178.16463289890098,123.0656,35.632926579780104,22.4776,7.853003135106981,34.745577624281395,6.86036900383135,3.69811320754717
1,1,1,1,2,1,4854.55140186916,8878.05913183126,599.5,177.407491386356,119.9,35.48149827727121,21.6792,9.6565981256341,8.05312757616001,1.27786612151898,3.547169811320755
2,1,1,1,2,2,4957.158878504671,8984.8238725913,528.612,153.307786677651,105.7224,30.661557335530098,19.164,7.15784213293364,28.759715353435396,5.4167785969305005,3.7075471698113214
3,1,1,1,2,3,4794.44859813084,8841.66033402727,585.116,173.76595335105202,117.0232,34.7531906702104,21.2224,9.4292384761443,7.999747214283861,1.25846185414451,3.6886792452830184
4,1,1,1,2,4,4187.48598130841,8709.4095568668,521.636,153.696322350276,104.3272,30.739264470055197,18.2312,7.975832656218411,7.80344598228706,1.25222566096672,3.1132075471698117
5,1,1,1,2,5,4926.7009345794395,8793.01600646781,586.064,174.17934407960098,117.2128,34.8358688159202,21.4048,8.14804865964852,31.188943854461698,5.92327917611832,3.4716981132075477
6,1,1,1,2,6,4675.90654205608,8827.0964400169,549.056,158.713392201162,109.8112,31.742678440232503,19.712,8.58429822408332,7.61835339522905,1.0516066051367199,3.60377358490566
7,1,1,1,2,7,4701.17757009346,9009.9415142366,500.588,147.31759655927098,100.1176,29.4635193118541,16.855999999999998,7.46372989864987,8.66424745316356,1.3728934691075398,3.349056603773585
8,1,1,1,2,8,5627.6542056074795,9268.08562041494,611.472,181.77568928764902,122.2944,36.3551378575298,22.2224,7.998768545219951,34.3106179967303,6.657152414656861,3.849056603773585
9,1,1,1,2,9,4343.77570093458,8523.88469017338,521.244,146.604039726059,104.2488,29.320807945211897,18.1616,7.812060255784,7.9966597072622,1.21066538523372,3.150943396226415
0,1,2,1,2,0,4855.49532710281,9572.88296927504,631.3,185.749643337477,126.26,37.149928667495395,23.4712,10.3276662688141,8.30543413789937,1.22785907003005,3.3679245283018866
1,1,2,1,2,1,4857.457943925229,8986.998663469541,586.9680000000001,167.233271139448,117.3936,33.446654227889496,21.4472,7.551307976768,32.4911125643254,6.67415611540996,3.4905660377358485
2,1,2,1,2,2,4272.953271028039,8766.36703957704,513.368,141.70501958646298,102.6736,28.3410039172927,18.2112,6.30028845053939,32.7228477503511,5.93364864813577,3.1415094339622636
3,1,2,1,2,3,4467.80373831776,9099.87561221268,562.448,164.4428146682,112.4896,32.88856293364,19.9944,7.140317124610079,31.9625030849017,6.376389265541951,3.330188679245283
4,1,2,1,2,4,4187.42056074766,9080.689300318729,530.44,153.240537717668,106.088,30.6481075435336,18.3984,8.1657429202737,8.45275723203012,1.27790585214683,3.0566037735849063
5,1,2,1,2,5,4321.58878504673,8261.86845644797,559.992,155.984947786637,111.9984,31.1969895573275,20.0144,8.59678734411873,8.15007830144964,1.1796863524393701,3.3867924528301887
6,1,2,1,2,6,4331.42990654206,9095.7576001042,568.6080000000001,164.92264349081998,113.7216,32.9845286981639,20.4232,9.07296322928733,7.95075683420089,1.2983242656446998,3.2169811320754715
7,1,2,1,2,7,4489.93457943925,8593.63580565328,668.9760000000001,189.18435301049598,133.7952,37.836870602099204,24.8304,10.480551313743,8.683792012017351,1.32381853413439,3.6132075471698113
8,1,2,1,2,8,4563.26168224299,9022.291111657009,547.68,157.174583186977,109.536,31.434916637395396,19.4168,8.37185031877661,8.170520709809379,1.2627339263161899,3.349056603773585
9,1,2,1,2,9,6357.94392523365,8286.146728385409,786.672,227.422453632002,157.3344,45.484490726400395,29.0312,9.2440936040263,37.8585742559023,7.60342950525021,4.915094339622642
0,2,0,1,2,0,9327.86915887851,11118.0170407074,808.5160000000001,289.97676069643904,161.7032,57.9953521392879,33.1608,16.805262966106802,7.186713473421579,1.18006708280824,6.886792452830187
1,2,0,1,2,1,10241.4205607477,10015.9656707906,901.316,339.018277005828,180.2632,67.8036554011655,37.3168,15.839185514413302,21.0045224009335,4.40454899864648,7.933962264150942
2,2,0,1,2,2,8963.803738317758,9785.240292312901,748.6039999999999,268.21309286461,149.7208,53.642618572922004,30.3944,13.078059819407498,19.086935414449503,3.5373661595871604,6.943396226415095
3,2,0,1,2,3,11015.9626168224,10712.950908884699,895.184,328.520705807107,179.0368,65.7041411614215,36.9088,15.5901302932336,20.5234403597525,4.168098094748,8.141509433962264
4,2,0,1,2,4,9441.2523364486,10964.9685989326,782.956,278.674595297096,156.5912,55.7349190594191,31.1352,12.703289375590902,21.732277319458298,4.406076699162,6.79245283018868
5,2,0,1,2,5,9719.074766355141,10465.2177544768,745.5039999999999,279.063093195786,149.1008,55.8126186391572,29.811999999999998,13.1282906731989,21.0350387622506,4.496365227683929,6.877358490566037
6,2,0,1,2,6,10347.6168224299,10272.0771822559,854.328,317.420207951542,170.8656,63.4840415903084,35.891999999999996,15.4952281686976,18.907305203397698,3.80534154628244,7.754716981132076
7,2,0,1,2,7,9911.56074766355,10533.1742862907,781.5160000000001,286.555072794044,156.3032,57.3110145588089,32.2504,13.856412949966499,19.1397478153323,3.6675762992812504,7.132075471698112
8,2,0,1,2,8,9001.074766355141,10195.2780857977,809.916,296.95100764941003,161.9832,59.390201529882,34.2392,14.909408551649499,17.2802236129441,3.51999492547091,7.226415094339623
9,2,0,1,2,9,10488.551401869201,10426.26822805,966.952,358.26392184533404,193.3904,71.65278436906691,39.5984,16.6484400902907,21.107297266453198,4.23832125362817,8.113207547169809
0,2,1,1,2,0,11604.2710280374,11367.2939041025,1088.008,411.85787832212196,217.6016,82.3715756644245,46.3568,19.3756314415815,19.129709521302303,4.01933253464342,8.452830188679245
1,2,1,1,2,1,10880.1775700935,10964.930259025401,974.3760000000001,358.852140336379,194.8752,71.7704280672757,41.5792,17.0300971036574,18.4346364073554,3.55492070828976,7.830188679245283
2,2,1,1,2,2,11929.242990654198,10694.3738670502,1058.244,397.99497542557,211.6488,79.598995085114,44.672,18.425667314917,20.2490511813866,4.15293506154375,8.679245283018869
3,2,1,1,2,3,12752.8878504673,10970.6776124879,1136.476,432.240249657526,227.2952,86.44804993150508,48.1184,19.513106914071898,19.954726551888303,4.43105190511576,9.028301886792454
4,2,1,1,2,4,11667.5514018692,10987.7599208908,1060.492,393.814192146499,212.0984,78.7628384292999,45.0296,18.2251234245478,19.2905670600045,4.06026929019199,8.858490566037736
5,2,1,1,2,5,11874.943925233601,11075.0297928603,1159.0639999999999,438.348203947501,231.8128,87.66964078950019,52.1872,26.220831339986102,7.21668098596382,1.2738792464111202,9.047169811320755
6,2,1,1,2,6,11779.411214953301,11369.322221435501,1017.02,380.971132239701,203.40400000000002,76.1942264479403,44.9688,19.048144963749102,16.4531557787828,3.0986403609301205,8.537735849056604
7,2,1,1,2,7,11917.9252336449,10906.102389956,1092.876,408.37212028247,218.5752,81.6744240564939,46.7664,19.4306189052228,18.846389528950102,3.75191536604257,8.88679245283019
8,2,1,1,2,8,12322.177570093501,11611.778145376398,1072.988,411.439059711156,214.5976,82.28781194223109,47.4016,20.4836168056327,16.877428951912197,3.29008535085657,8.81132075471698
9,2,1,1,2,9,12336.9626168224,11221.9994144723,1170.516,437.568821722938,234.1032,87.5137643445875,52.8184,25.9625727045684,7.34679939681402,1.2315021951223502,9.141509433962264
0,2,2,1,2,0,11644.4579439252,10687.0960117386,972.508,391.95133618346,194.5016,78.3902672366921,39.9632,17.6047154410402,20.3365625802298,4.62554415691562,8.122641509433961
1,2,2,1,2,1,11858.373831775702,10668.6779966732,1166.6680000000001,463.70794879536,233.3336,92.741589759072,48.3416,20.498334308914,21.0007680434307,4.84195774725461,8.566037735849056
2,2,2,1,2,2,10913.8224299065,11258.2026925111,966.4960000000001,374.542603696829,193.2992,74.9085207393658,40.0552,17.4487040481521,20.0396479648307,4.05335272923312,8.028301886792454
3,2,2,1,2,3,10747.682242990699,11063.435512456499,989.572,388.10014792061094,197.9144,77.6200295841222,42.56,19.1677646062341,17.863001471311602,3.62105937521244,7.943396226415095
4,2,2,1,2,4,11434.177570093501,10699.115074607,1080.792,431.752990419291,216.1584,86.35059808385809,45.9544,20.4549221616705,18.8585220143316,3.8475738470995293,8.39622641509434
5,2,2,1,2,5,11873.906542056102,11404.938580661,991.4119999999999,395.63731150638495,198.2824,79.1274623012769,41.7136,18.742872112886,18.8399107780858,3.9203942551197497,8.650943396226415
6,2,2,1,2,6,11018.289719626202,11276.808288595901,1099.156,443.015353756504,219.8312,88.60307075130069,47.7584,21.479125434709896,17.465856450817803,3.61999578314089,8.18867924528302
7,2,2,1,2,7,11348.757009345802,11074.705552796499,1133.3519999999999,442.493041861677,226.6704,88.49860837233541,51.2392,26.46732444657,7.0904664376352695,1.17409814761019,8.745283018867925
8,2,2,1,2,8,11805.018691588799,11605.9710969162,980.24,393.17637568907895,196.048,78.63527513781591,40.188,17.683448080055,21.064068664046896,4.69210789791983,8.320754716981131
9,2,2,1,2,9,11847.6355140187,10605.2990875462,1126.968,449.40893513146796,225.3936,89.88178702629361,46.0784,19.449962813332103,22.742901607325397,4.9786285118763605,9.075471698113207
0,0,0,4,1,0,5283.990654205611,6841.15717311058,632.88,193.666439013062,126.57600000000001,38.7332878026124,23.1264,10.163307682049199,9.38074231082532,1.5691261040604698,3.6886792452830184
1,0,0,4,1,1,3883.8878504672903,7197.684150309,610.436,185.82720442389498,122.0872,37.165440884779,22.0464,9.915374276344789,9.03031941903306,1.4847854688771698,2.6320754716981134
2,0,0,4,1,2,4648.61682242991,6726.503546121021,704.128,214.81454237551003,140.8256,42.9629084751021,25.2664,8.3804099565594,40.2924297737734,8.6142841069386,3.6320754716981134
3,0,0,4,1,3,3918.9719626168203,6408.485240209289,643.244,198.490645784631,128.6488,39.6981291569263,23.7544,10.6649182200334,9.26469318280788,1.502745992635,3.2735849056603774
4,0,0,4,1,4,2974.7476635514004,7357.34042903159,552.9159999999999,168.151922213218,110.5832,33.630384442643496,19.5472,8.885589015929108,8.321403882210701,1.36981892745373,2.188679245283019
