,net,con,param_F,param_G,it,MeanAA,StdAA,MeanSp,StdSp,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
5,0,0,4,1,5,4540.33644859813,7272.98422334124,577.308,173.091574422327,115.4616,34.6183148844654,20.8616,9.33628863307042,8.27001511339314,1.3063015941811,3.3773584905660377
6,0,0,4,1,6,4714.009345794389,6624.98907845381,708.1,214.84672210671502,141.62,42.969344421343,25.3208,8.52042999853881,38.924244095343205,8.31481962800337,3.6886792452830184
7,0,0,4,1,7,3274.90654205607,6615.816951457379,617.024,187.910956104214,123.4048,37.5821912208429,22.344,7.92099387703336,34.7980222650584,6.97823516565997,2.60377358490566
8,0,0,4,1,8,4938.77570093458,7134.345380325,654.232,200.87777919919398,130.8464,40.17555583983871,24.7,11.1056057916712,8.52103437661696,1.2328192737679098,3.4245283018867925
9,0,0,4,1,9,4496.11214953271,7358.272517107571,651.0880000000001,203.78402355435,130.2176,40.75680471087011,24.7784,11.163297605994401,8.46930170694035,1.36041878037305,3.0754716981132075
0,0,1,4,1,0,5733.0373831775705,7145.30529216412,827.752,252.964524184716,165.5504,50.59290483694329,30.268,9.959615253612961,37.7527002596966,7.719772590564821,4.283018867924528
1,0,1,4,1,1,4907.10280373832,7405.911497012429,786.2280000000001,230.7875213611,157.2456,46.157504272219896,30.9432,12.917540546094699,9.87630118637624,1.47814632683986,3.80188679245283
2,0,1,4,1,2,3798.2429906541997,6655.04100669324,642.316,192.089146346169,128.4632,38.4178292692338,22.976,7.6169117101355495,38.4569465374098,7.31324991691015,2.8773584905660377
3,0,1,4,1,3,4149.598130841121,7059.16076378549,687.1519999999999,204.88342269690799,137.4304,40.97668453938171,26.2584,11.3908432277861,8.829886627090731,1.3638296787263302,2.9056603773584904
4,0,1,4,1,4,4145.89719626168,6727.26913798251,699.7080000000001,210.465709168976,139.9416,42.0931418337952,26.6368,11.5915247383595,8.68567577110953,1.40257485233522,3.1886792452830184
5,0,1,4,1,5,4001.5233644859795,7417.801838726421,674.4760000000001,202.498102272589,134.8952,40.499620454517796,24.4176,8.47277110749488,35.5448395973674,7.2069367576309205,2.8584905660377364
6,0,1,4,1,6,4417.80373831776,7214.09592193139,664.8639999999999,197.497416448925,132.9728,39.4994832897849,25.3008,10.895712889022,8.83308956332724,1.2127816523271102,3.1320754716981134
7,0,1,4,1,7,4889.1214953271,7029.282261801701,788.6160000000001,238.244472221288,157.7232,47.6488944442576,30.7696,13.110998277781901,9.76586242571985,1.5217093898712,3.330188679245283
8,0,1,4,1,8,4445.3925233644895,7113.86628551369,746.188,221.696370416838,149.2376,44.3392740833677,29.2224,12.306426704775,9.545658308068651,1.4082370768161898,3.2169811320754715
9,0,1,4,1,9,3358.7663551401897,6734.075893667359,671.5880000000001,204.33702125655103,134.3176,40.8674042513101,25.4496,10.9807003346781,8.68862830529936,1.4807160544756999,2.5188679245283017
0,0,2,4,1,0,3099.1962616822398,7644.098625907621,474.472,140.044225928812,94.8944,28.0088451857623,16.6688,6.59013099718056,28.145887372537498,5.96452829661455,2.3867924528301887
1,0,2,4,1,1,3794.6728971962602,8769.17931003286,472.036,143.17503519818,94.4072,28.635007039635898,15.9472,7.47525599294098,9.17021340073283,1.4689443917963898,2.5849056603773586
2,0,2,4,1,2,3683.0841121495296,8290.00481620718,515.528,163.76058505025,103.1056,32.75211701004989,18.24,7.108395036856071,33.0940989280864,7.038318774505121,2.641509433962264
3,0,2,4,1,3,3202.1121495327097,8269.43513799106,373.26800000000003,115.895591702187,74.6536,23.179118340437398,11.5888,5.845000817792929,7.85594300213791,1.36107194788625,2.320754716981132
4,0,2,4,1,4,3758.1214953271,8487.32410271289,465.976,145.69883810106398,93.1952,29.139767620212805,15.9112,6.508329629021571,30.622543004033,6.66831106697965,2.688679245283019
5,0,2,4,1,5,4105.89719626168,8060.724214274441,517.856,156.99277455985,103.5712,31.398554911970102,18.0504,8.2201228603957,8.831578555550289,1.5845029296698898,3.3584905660377364
6,0,2,4,1,6,4921.20560747664,8556.10557945012,612.0840000000001,190.119869934734,122.4168,38.0239739869467,21.5192,7.793517265009429,36.73680135602061,7.934662962996611,3.547169811320755
7,0,2,4,1,7,3659.06542056075,8076.9211519480405,535.5319999999999,164.722339031474,107.1064,32.9444678062949,18.9056,8.88549653311508,7.882515158306299,1.10567436510116,2.80188679245283
8,0,2,4,1,8,4842.11214953271,8471.836489300369,582.94,180.865542323573,116.588,36.173108464714495,21.02,9.675953699765211,9.00451137333817,1.48450540576992,3.4150943396226414
9,0,2,4,1,9,3868.1121495327097,7738.30084627255,529.396,161.215430973589,105.8792,32.243086194717804,18.752,8.638681380859,8.166436578211862,1.32246530962101,3.2358490566037736
0,1,0,4,1,0,2036.21495327103,6730.48323941439,238.892,69.78464255120889,47.7784,13.956928510241802,4.9632,2.5814580686116098,6.707102450857151,1.74882406991211,1.5283018867924532
1,1,0,4,1,1,1832.1682242990698,6344.36217084729,225.66400000000002,63.9322696609467,45.1328,12.7864539321893,4.62,2.37831873389586,6.3511261529361,1.64445229622253,1.3679245283018868
2,1,0,4,1,2,1995.2616822429898,6624.51270976234,216.65599999999998,60.8993404233576,43.3312,12.179868084671499,4.2808,2.2617584663265897,6.47324791981124,1.4946303276764599,1.4245283018867925
3,1,0,4,1,3,1880.6261682242998,6320.98938269458,235.984,66.72426653025121,47.1968,13.344853306050197,4.896,2.55913735465684,6.71576005122069,1.62616256099044,1.4433962264150944
4,1,0,4,1,4,1915.7289719626199,6241.29492400519,249.05200000000002,75.5400906539038,49.8104,15.108018130780803,5.0984,2.74629886210514,5.95751666409274,1.6286246129910502,1.4433962264150944
5,1,0,4,1,5,1861.4766355140198,6254.0800504543795,238.584,68.5233021971358,47.7168,13.7046604394272,4.8592,2.54634156389122,6.53482035519713,1.55989733037384,1.3679245283018868
6,1,0,4,1,6,2004.14018691589,6338.94756949124,250.87599999999998,70.94615298943279,50.1752,14.189230597886601,5.4192,2.78836714942634,6.4852155012597095,1.42269275982418,1.3773584905660377
7,1,0,4,1,7,2149.4953271028,6909.98656743468,232.604,64.8298633655818,46.5208,12.9659726731164,4.8872,2.53586990202573,6.09894774334012,1.38697072798431,1.481132075471698
8,1,0,4,1,8,2319.3831775700896,6838.33309284426,276.232,77.48260563507141,55.2464,15.4965211270143,6.5504,3.33741514349054,7.57290372288023,1.76854718563811,1.7075471698113207
9,1,0,4,1,9,2013.22429906542,6439.23499593449,239.416,69.5265916322669,47.8832,13.905318326453399,5.0616,2.66957027253451,7.286331180664781,2.05065634678084,1.5471698113207548
0,1,1,4,1,0,2691.21495327103,7497.39220086612,287.632,80.5355112729782,57.5264,16.1071022545956,7.1944,3.5062641999712505,6.8925245450964105,1.3660282953546297,2.0849056603773586
1,1,1,4,1,1,2658.00934579439,7919.97481056049,240.49599999999998,63.8084162473886,48.0992,12.761683249477699,5.3512,2.5763886663312303,6.62282917621369,1.6057586263406298,1.9150943396226412
2,1,1,4,1,2,2740.33644859813,7848.61791029195,250.196,67.7052847568046,50.0392,13.5410569513609,5.636,2.69781837787498,6.610054375435589,1.41361659926767,2.056603773584906
3,1,1,4,1,3,2634.7009345794395,7717.928268109351,318.332,85.73250128160271,63.6664,17.1465002563205,8.996,4.133471180497089,7.415498173577371,1.27912186273527,2.10377358490566
4,1,1,4,1,4,2638.0186915887803,7952.16233331234,235.34799999999998,63.5430790566526,47.0696,12.7086158113305,5.16,2.6304676390330295,6.219810380638231,1.46218244379628,1.7169811320754718
5,1,1,4,1,5,2865.0747663551397,8102.74731037063,233.748,62.9449004765279,46.7496,12.588980095305601,5.0464,2.38181591228206,6.37255222627803,1.5089392763806,2.009433962264151
6,1,1,4,1,6,2654.8785046729,7637.808908919109,290.07599999999996,77.7026526188135,58.0152,15.540530523762698,7.2176,3.56202333512851,6.78852344357649,1.39160435874313,2.207547169811321
7,1,1,4,1,7,2688.96261682243,7722.17804238083,246.78799999999998,68.742119955672,49.3576,13.7484239911344,5.6664,2.83304624741637,6.655659299813371,1.5691831546117698,1.8773584905660377
8,1,1,4,1,8,2689.75700934579,7510.6632730251295,317.48400000000004,87.43226946614159,63.4968,17.4864538932283,8.2664,3.86652182717232,7.4430357453932,1.57856529095662,2.0283018867924527
9,1,1,4,1,9,2530.0747663551397,7291.6984646296805,252.808,64.6237350823983,50.5616,12.9247470164797,5.872000000000001,2.6722754349056204,7.0378803193246195,1.54408821022341,2.047169811320755
0,1,2,4,1,0,2506.0280373831797,7647.582411293891,237.38400000000001,62.4401516974455,47.4768,12.4880303394891,5.3,2.53337719260279,6.610636145469071,1.37127538932863,1.7641509433962264
1,1,2,4,1,1,3063.08411214953,8302.82418129208,405.18,113.50261494784999,81.036,22.700522989570104,12.1048,5.54623268173992,7.18951498410571,1.17174575268823,2.0849056603773586
2,1,2,4,1,2,2858.8037383177602,7848.98948724147,340.588,92.6089534332399,68.1176,18.521790686648,8.9264,4.23584974237756,8.023331909525469,1.5859397221033897,2.2264150943396226
3,1,2,4,1,3,2290.41121495327,7060.6261020109,289.98,77.7693744349278,57.996,15.5538748869856,7.1352,3.35243806206766,6.80513643738303,1.3221076183270701,1.849056603773585
4,1,2,4,1,4,2655.5046728972,7854.005907308341,276.004,68.6945411513899,55.2008,13.738908230278001,6.8144,3.1132928933847497,6.836858299927731,1.32904045412582,1.981132075471698
5,1,2,4,1,5,2647.0280373831797,7620.75528728922,352.108,98.59846010967921,70.4216,19.719692021935803,10.3632,4.911595032166231,8.05444601165503,1.38903527635531,2.0660377358490565
6,1,2,4,1,6,2473.56074766355,7891.66514674601,250.104,66.88124687832911,50.0208,13.3762493756658,5.5648,2.65246318730345,6.5760084121786795,1.47947164208657,1.7169811320754718
7,1,2,4,1,7,2341.5233644859804,7978.402359625071,192.58,50.665210943999796,38.516,10.1330421888,3.4552,1.7065500168468501,5.506992626086181,1.3997620241907098,1.4528301886792452
8,1,2,4,1,8,3212.8504672897197,7998.66852915673,375.94,103.296313583787,75.188,20.6592627167573,10.86,5.02426910107331,7.16584110146032,1.06370692219603,2.2452830188679247
9,1,2,4,1,9,2522.46728971963,7634.99107628237,299.36,80.19156065322579,59.872,16.0383121306452,7.5784,3.45670557612302,7.53285821210552,1.71989973130364,1.858490566037736
0,2,0,4,1,0,6724.570093457939,10293.9590034502,537.164,189.491701939689,107.4328,37.8983403879378,20.0376,10.6476826699522,7.431986028396469,1.2763179570908603,4.952830188679245
1,2,0,4,1,1,7601.21495327103,10310.519351140501,588.836,215.99279873180998,117.7672,43.198559746361894,22.8424,10.644237983059199,18.7668188925464,4.03899631096115,5.556603773584905
2,2,0,4,1,2,6867.504672897199,9823.21270549787,656.732,236.12384076157997,131.3464,47.224768152315995,26.404,11.8398979725334,18.699723535155602,3.8129849987194504,5.462264150943396
3,2,0,4,1,3,7601.30841121495,10304.502388971601,629.4,230.27579985747502,125.88,46.055159971495,24.8696,13.2091769554352,7.64388550326882,1.25199265175717,5.7075471698113205
4,2,0,4,1,4,7676.88785046729,10679.1827318011,686.9639999999999,244.77237324502102,137.3928,48.9544746490043,27.6608,14.052364333449399,7.689172438788719,1.2221572308404098,5.811320754716982
5,2,0,4,1,5,7225.532710280369,10459.414628925,595.528,219.207320169743,119.1056,43.8414640339485,22.744,10.6299983066791,20.4304691462307,4.26178178702468,5.19811320754717
6,2,0,4,1,6,7947.289719626171,10200.2825277065,682.2760000000001,250.372506126372,136.4552,50.0745012252743,27.7184,14.638231499740698,7.353465937557759,1.20155796397818,6.216981132075473
7,2,0,4,1,7,7639.728971962621,10680.0633880737,617.536,217.80659472109699,123.5072,43.561318944219295,24.5192,12.749953386581499,7.804384353020331,1.2449693166578601,5.415094339622642
8,2,0,4,1,8,7839.21495327103,10789.5635451973,519.78,182.50493582366502,103.956,36.500987164733,20.1752,9.138272536973279,19.084174950561103,3.9719992315918304,5.216981132075472
9,2,0,4,1,9,7807.271028037379,10431.9312649767,618.008,225.929688035902,123.6016,45.18593760718039,24.5352,11.2620620207846,19.925745329263698,3.7550657522841697,5.754716981132076
0,2,1,4,1,0,9760.10280373832,11075.292584421999,925.216,340.624076283518,185.0432,68.1248152567036,40.6304,20.025161069015102,7.819384334341541,1.3249042207888202,7.047169811320754
1,2,1,4,1,1,10003.261682243,10867.1513805497,864.788,323.669286550331,172.9576,64.7338573100661,36.6104,18.652512212568,7.55247987719352,1.35529121881786,7.283018867924527
2,2,1,4,1,2,9318.34579439252,10439.785376730799,899.8639999999999,329.023983174479,179.9728,65.8047966348959,39.2848,19.303674493733002,7.9509712935998795,1.31788497613877,7.047169811320754
3,2,1,4,1,3,9929.45794392523,10572.056910254101,908.3560000000001,325.351080010502,181.6712,65.0702160021004,38.7424,18.7866218953808,7.679154922649991,1.3051904848092601,7.443396226415095
4,2,1,4,1,4,10007.448598130799,10709.6483272835,969.176,358.175734834173,193.8352,71.63514696683471,41.6448,20.874165682968,7.58898695661283,1.3080041642707099,7.547169811320754
5,2,1,4,1,5,10057.5794392523,10114.6446461779,864.2239999999999,312.23507462167004,172.8448,62.4470149243341,36.3992,14.9391994216558,19.4045417385493,3.7316053067308097,7.547169811320754
6,2,1,4,1,6,9467.89719626168,9761.25243892131,974.868,368.102304496997,194.9736,73.6204608993994,40.8952,16.8212073573807,20.451317371640002,4.504637449624981,7.245283018867924
7,2,1,4,1,7,8588.8691588785,10221.5290780372,946.388,345.244906488133,189.2776,69.04898129762671,38.8216,15.937458186298098,21.578921328461103,4.4302906604637196,6.537735849056604
8,2,1,4,1,8,9784.36448598131,9967.34119853858,948.6160000000001,353.537738500432,189.7232,70.7075477000865,41.7968,20.622659134069,7.97836795956537,1.2829582400975201,7.5
9,2,1,4,1,9,9385.21495327103,10984.4630359176,860.1439999999999,317.56894568581504,172.0288,63.513789137163,35.8064,14.9727632399634,20.442235984416,4.22250008270702,6.858490566037736
0,2,2,4,1,0,9610.21495327103,10947.8397579162,909.204,356.225482502305,181.8408,71.245096500461,38.8288,17.3684717393327,18.0311038603363,3.5628806799492003,6.90566037735849
1,2,2,4,1,1,9340.27102803739,10238.4118544028,927.684,366.347168876736,185.5368,73.2694337753473,38.5312,16.708955280328,20.460382020576,4.28943298406307,6.537735849056604
2,2,2,4,1,2,9517.51401869159,10824.7401154744,887.2919999999999,346.08532869221705,177.4584,69.2170657384434,36.2216,15.869074750595901,20.2629140855883,4.4853417312816,7.273584905660377
3,2,2,4,1,3,10157.0560747664,11087.3611229071,1107.512,445.829951725992,221.5024,89.16599034519828,48.6872,25.8725846439817,7.31261892139178,1.39808041828828,7.754716981132076
4,2,2,4,1,4,10142.1308411215,9972.85551874857,990.8839999999999,395.260337681382,198.1768,79.05206753627641,40.635999999999996,17.3868589457671,21.7943173839953,4.89806785615258,7.537735849056604
5,2,2,4,1,5,8971.31775700935,10196.229142259399,853.908,331.21337463333197,170.7816,66.2426749266664,35.488,15.6312077588394,19.4943271240278,4.17747836629317,6.452830188679246
6,2,2,4,1,6,9050.31775700935,9960.1837262998,962.8639999999999,372.287111654433,192.5728,74.4574223308865,38.952,16.2337899456658,22.722101912344105,5.0586738558171,6.9905660377358485
7,2,2,4,1,7,10955.3271028037,10478.9052567043,932.416,377.26373128621805,186.4832,75.4527462572437,36.7984,16.0674676735321,24.062342825555397,5.21781408379585,7.584905660377357
8,2,2,4,1,8,10312.9626168224,10962.9400423625,978.08,392.509945861248,195.61599999999999,78.5019891722496,38.3712,16.1827602886529,25.983802129960498,6.046255138386281,7.349056603773584
9,2,2,4,1,9,10363.2056074766,11361.6908021192,1024.5439999999999,416.434840117875,204.9088,83.286968023575,44.2928,24.137546440348896,7.548317863901839,1.4394928595620502,7.424528301886792
0,0,0,4,2,0,11816.794392523401,9336.5856081085,959.824,312.85497123107996,191.9648,62.570994246216,40.62,17.882525548702603,8.14604534617047,1.31352779333296,7.981132075471697
1,0,0,4,2,1,13545.841121495301,9176.438069733531,889.332,286.068687164464,177.8664,57.2137374328928,37.8976,16.311823755791398,7.99159244098738,1.3959556497952301,9.952830188679245
2,0,0,4,2,2,12533.672897196298,9372.80219200144,989.24,319.621886609788,197.84799999999998,63.9243773219575,42.9184,18.7840799998296,7.8648070136584005,1.27886329936679,9.471698113207546
3,0,0,4,2,3,12359.8317757009,9282.34406272486,947.596,303.479371265989,189.5192,60.69587425319779,40.6024,17.5236478576808,7.8793676976519205,1.2752897860004,9.179245283018867
4,0,0,4,2,4,12410.224299065401,9937.56689161844,876.8839999999999,280.438939065173,175.3768,56.08778781303471,37.0624,16.3320919125506,7.75058735177533,1.18191743829656,8.632075471698114
5,0,0,4,2,5,11225.1028037383,8884.52710750611,977.512,306.72498733556097,195.5024,61.34499746711221,42.2296,17.915836677085398,8.00498852743829,1.20561689150964,8.471698113207546
6,0,0,4,2,6,11739.1495327103,9172.56208646071,960.68,303.86114197113096,192.136,60.772228394226296,41.0288,17.658116846368397,8.12900945306629,1.2619029182751798,8.764150943396226
7,0,0,4,2,7,12547.308411215,9300.56639458172,1014.7239999999999,320.56015944592997,202.9448,64.112031889186,43.708,18.637802874802603,8.0892656463233,1.25115163490495,9.415094339622641
8,0,0,4,2,8,13074.4859813084,9928.82476256336,941.684,299.469050394193,188.3368,59.893810078838705,39.8784,17.1328810606973,8.059964170072861,1.3623143688919699,9.179245283018867
9,0,0,4,2,9,13181.158878504699,9306.71795261487,944.564,303.330192865794,188.9128,60.6660385731589,40.1632,17.727111602288698,7.86411626198245,1.22834583930427,9.10377358490566
0,0,1,4,2,0,12375.8317757009,9136.55036180268,1003.492,305.299135170737,200.6984,61.059827034147396,43.3608,17.9781084477761,8.22418048443204,1.2139057598422,8.867924528301886
1,0,1,4,2,1,10351.8224299065,8643.48496458199,990.8839999999999,305.573543593028,198.1768,61.1147087186055,42.364,17.757093906380103,8.14668994530734,1.27205046706411,7.283018867924527
2,0,1,4,2,2,11710.205607476599,8769.71530536567,999.548,301.496613075504,199.9096,60.2993226151007,43.3912,17.586842882109302,8.06386663220694,1.15552698868199,8.330188679245284
3,0,1,4,2,3,10523.5607476636,9284.42026854371,1018.012,307.883360797559,203.6024,61.576672159511794,44.0912,17.9913757828577,8.12203690367931,1.1980890857905602,7.311320754716982
4,0,1,4,2,4,11009.093457943898,9219.65059703742,1005.3919999999999,306.158884136979,201.0784,61.2317768273958,43.2248,17.8428569730299,8.221124474754049,1.2457498812938899,8.047169811320755
5,0,1,4,2,5,11411.560747663601,8710.70823775651,1024.792,313.380670648335,204.9584,62.6761341296669,44.66,18.4175155762117,8.17160630957572,1.24657073519046,8.452830188679245
6,0,1,4,2,6,11669.794392523401,8809.12151065595,1116.96,338.928249634049,223.392,67.7856499268097,49.3088,20.013419561884,8.23909220012218,1.28316192876169,8.99056603773585
7,0,1,4,2,7,11105.8691588785,9178.9753536889,973.4960000000001,297.023423291834,194.6992,59.4046846583668,42.0528,17.684282630629898,8.21457345773633,1.1532657505228001,7.641509433962264
8,0,1,4,2,8,10829.065420560699,9047.48056867656,1037.88,317.88340252362997,207.576,63.57668050472589,44.3848,17.9948417320075,8.916994923437699,1.5047349533728303,7.688679245283018
9,0,1,4,2,9,12109.289719626202,9366.25585834131,1042.432,319.377077098529,208.4864,63.875415419705895,45.3216,18.6366502741238,8.29921109102531,1.29812611641997,9.245283018867925
0,0,2,4,2,0,10196.7570093458,9347.60080852488,851.052,267.431698375492,170.2104,53.4863396750984,35.5576,15.6365303772928,7.64187579786912,1.17124492082159,7.59433962264151
1,0,2,4,2,1,13543.7009345794,9209.82759558866,938.944,299.723800963487,187.7888,59.9447601926974,40.0616,17.5363270224982,7.70244372198565,1.19163555691389,9.839622641509434
2,0,2,4,2,2,9980.88785046729,9449.70221290894,803.284,242.77896808414,160.6568,48.5557936168281,32.616,11.1996314225067,25.5968255548299,4.75143122597218,7.028301886792453
3,0,2,4,2,3,10501.1028037383,9799.51752382288,707.076,222.263101355128,141.4152,44.45262027102571,28.2168,12.627001138829401,7.427304115256151,1.18175594477759,7.047169811320754
4,0,2,4,2,4,10782.158878504699,9001.513270649191,809.44,254.030042317833,161.888,50.8060084635666,33.496,14.6934020567056,7.624508275863531,1.1873146532588301,7.839622641509434
5,0,2,4,2,5,10827.9626168224,8840.83720284457,830.8560000000001,260.986641926364,166.1712,52.1973283852728,34.4656,15.0765041252938,7.60649759398562,1.16946955332548,7.867924528301888
6,0,2,4,2,6,10700.8785046729,8430.248020996729,833.7719999999999,262.834518311427,166.7544,52.5669036622855,34.2616,12.5503866649598,23.345075484606102,4.34055458293163,7.915094339622643
7,0,2,4,2,7,11085.990654205601,9067.74593728178,800.78,253.11564866677003,160.156,50.6231297333541,32.2304,11.6323426634535,24.8671459975454,4.69373078219954,8.09433962264151
8,0,2,4,2,8,12235.953271028,9176.68492296572,905.804,291.257421508878,181.1608,58.251484301775506,38.1432,16.7303452970941,7.9351923761318695,1.23311130635218,9.028301886792454
9,0,2,4,2,9,11325.261682243,9200.0211837794,888.8480000000001,283.02705329349703,177.7696,56.6054106586994,36.2896,13.1064309344688,24.2403761516988,4.84775518061488,8.462264150943396
0,1,0,4,2,0,7096.700934579441,8873.73534621537,746.572,226.250632741657,149.3144,45.2501265483313,29.4192,13.062984014382,7.74576527072079,1.16209524683738,5.150943396226415
1,1,0,4,2,1,9048.36448598131,9310.799037548672,778.632,240.971119796543,155.7264,48.1942239593087,30.7168,13.9615170293203,7.5386481936684095,1.1193631386836598,6.29245283018868
2,1,0,4,2,2,8113.289719626171,8945.67678388114,811.5039999999999,250.338382961942,162.3008,50.0676765923884,32.4496,14.284226959832301,7.8561028376077,1.1403015083116899,6.09433962264151
3,1,0,4,2,3,7147.28037383178,9533.53337797976,667.196,207.90941677567199,133.4392,41.581883355134394,25.5136,11.9588985713568,6.969781791001839,1.05891453976656,4.716981132075472
4,1,0,4,2,4,8855.44859813084,8526.06858951723,818.5160000000001,247.07175019414902,163.7032,49.414350038829795,32.5424,14.1931660400349,8.00797484974427,1.19483927669343,6.452830188679246
5,1,0,4,2,5,8136.07476635514,9293.138143552891,757.732,234.452716290513,151.5464,46.8905432581027,29.1744,13.112131201296,7.9167658638704,1.1444908126376698,5.858490566037736
6,1,0,4,2,6,7633.448598130841,10179.839793860501,695.3919999999999,220.73447926411498,139.0784,44.146895852823,27.3632,10.7799186342013,25.4410355692413,4.65891853799216,5.254716981132075
7,1,0,4,2,7,6714.056074766359,9053.746157927271,716.572,222.78706608777802,143.3144,44.5574132175556,27.7416,12.485317354396699,7.720780368789559,1.2325290966365101,4.867924528301887
8,1,0,4,2,8,7458.4859813084095,9389.81273027405,697.74,219.32983472387002,139.548,43.8659669447739,26.5808,12.285937951984,7.872274457322249,1.3113322720608303,5.377358490566038
9,1,0,4,2,9,7399.79439252337,9178.6091984319,766.92,233.50642303799702,153.384,46.701284607599405,29.9416,13.204579108778901,7.924872338850809,1.1574958860050601,5.462264150943396
0,1,1,4,2,0,9800.56074766355,9788.063783958149,923.076,263.896173189381,184.6152,52.7792346378763,37.7912,15.0278701937434,8.501441462204651,1.2177275033491,7.311320754716982
1,1,1,4,2,1,8310.3738317757,9329.13930631859,855.0239999999999,250.336732071025,171.0048,50.067346414205,34.1928,11.2873924428984,28.3846099783992,5.28295527143812,6.584905660377357
2,1,1,4,2,2,8983.82242990654,9950.20733904396,908.7919999999999,264.162292418884,181.7584,52.8324584837768,35.7304,11.254003547182698,31.5423359954354,5.79455174260773,6.613207547169813
3,1,1,4,2,3,9317.52336448598,9571.36856330837,867.056,252.717322049756,173.4112,50.5434644099512,35.6832,14.796544115434502,7.7144349773166505,1.0393581461677601,7.0094339622641515
4,1,1,4,2,4,8418.1308411215,9205.236097409392,888.34,256.475434301221,177.668,51.295086860244204,36.8928,14.971408355929599,7.69494632930786,1.0599094641648101,6.273584905660377
5,1,1,4,2,5,9483.2523364486,9770.576270412741,880.36,259.784199673498,176.072,51.95683993469971,35.2776,11.8592233405059,28.102386168549298,5.2039265814745,6.89622641509434
6,1,1,4,2,6,9909.616822429909,10039.1350473054,951.7080000000001,268.924418259109,190.3416,53.7848836518217,39.2632,15.615285004123399,8.48654615400642,1.2716041755466498,7.60377358490566
7,1,1,4,2,7,10182.261682243,9995.05185835214,979.7360000000001,289.181704649516,195.9472,57.8363409299032,40.732,16.650333810467597,8.39286936017819,1.2836733236233502,7.632075471698112
8,1,1,4,2,8,9520.94392523364,9344.0314518176,854.18,254.477338087304,170.83599999999998,50.895467617460795,34.964,14.506356675609501,8.149954120225638,1.12197932740004,7.169811320754717
9,1,1,4,2,9,9878.04672897196,10172.7112885618,951.9119999999999,274.336931994218,190.3824,54.8673863988435,39.7728,16.0434678346048,8.31066689728046,1.17553076671797,7.264150943396228
0,1,2,4,2,0,9485.11214953271,8728.51449108423,855.288,248.054762211895,171.0576,49.6109524423791,34.3344,11.2432956307303,27.0654817421017,4.987208326293469,7.283018867924527
1,1,2,4,2,1,9423.18691588785,9904.38451113958,773.6439999999999,227.944162601283,154.7288,45.5888325202565,30.291999999999998,10.2364689224361,28.583188368302398,5.345856946147991,6.650943396226416
2,1,2,4,2,2,7572.850467289721,9273.67330341045,813.5360000000001,226.205518730202,162.7072,45.241103746040494,32.7944,13.112063477576699,8.06980480024962,1.1403669857439098,5.886792452830187
3,1,2,4,2,3,9565.57943925234,9706.59111749301,945.94,275.63047799545,189.188,55.1260955990899,39.4176,16.1211516412445,8.49513214387154,1.1927686085346,7.39622641509434
4,1,2,4,2,4,9742.196261682242,10208.8784599524,824.784,238.266274038102,164.9568,47.6532548076204,32.664,11.0865136088853,26.852147744788102,4.83951546786479,6.556603773584905
5,1,2,4,2,5,7378.23364485981,9776.2954899163,797.428,235.879538781981,159.4856,47.17590775639621,30.1744,9.91349709436584,32.4878064957578,6.30029272413123,5.60377358490566
6,1,2,4,2,6,8725.925233644859,9838.29919548245,847.82,240.792631947076,169.56400000000002,48.15852638941521,33.8072,10.9947818605009,28.864417167529,5.21355984223135,6.150943396226416
7,1,2,4,2,7,9015.990654205609,8986.78573779908,902.5880000000001,253.130516248042,180.5176,50.6261032496083,36.2384,11.2393649927387,28.5061777695285,4.9688329606042405,6.735849056603772
8,1,2,4,2,8,8957.30841121495,10194.5327343257,868.9960000000001,251.12101462044103,173.7992,50.224202924088296,35.1144,14.3908704615114,8.14953847716929,1.1516900706005,6.29245283018868
9,1,2,4,2,9,8426.710280373829,9040.56508035517,892.368,257.725126008311,178.4736,51.54502520166229,36.88,14.784402591921001,8.283364503665169,1.19274740996882,6.7075471698113205
0,2,0,4,2,0,12910.5700934579,10833.5047858955,1008.7919999999999,382.42564340797,201.7584,76.48512868159409,44.611999999999995,19.2086401392707,16.376076566828498,3.1709296128967797,9.443396226415095
1,2,0,4,2,1,11849.691588785,11158.049139783201,926.932,340.69803547423,185.3864,68.1396070948461,40.931999999999995,20.5735834506291,6.786342984552361,1.04741611318874,8.443396226415095
2,2,0,4,2,2,12325.9345794393,10700.6372823331,997.72,361.797028180166,199.544,72.3594056360333,42.8232,17.8152098432772,17.8136196997545,3.58638355501185,9.415094339622641
3,2,0,4,2,3,11992.8504672897,11297.7947213793,993.768,367.165001295058,198.7536,73.43300025901159,44.123999999999995,21.763363343013,6.96453716262542,1.09993421582575,9.0
4,2,0,4,2,4,12351.373831775702,10948.859205306899,966.584,358.64995043077903,193.3168,71.7299900861557,42.4048,18.0104585438572,16.3677136446386,3.0408071442662,9.339622641509434
5,2,0,4,2,5,12163.8130841122,10938.5938674419,984.336,363.99658117075796,196.8672,72.79931623415149,43.6768,18.7701513515475,15.6143914725945,2.8946921958818703,9.075471698113207
6,2,0,4,2,6,12147.785046728999,11718.5331591626,991.4839999999999,373.710360766196,198.2968,74.74207215323909,44.2448,19.1833822085679,15.2108165172876,2.99715705610335,8.924528301886793
