"","x"
"(Intercept)",10.4693396245343
"in.",0.500270787686052
"ex",-2.6176004709825
"I(in.^2)",0.189714123898085
"I(ex^2)",0.182171226021119
"in.:ex",0.0544979532955404
"BurstD2",55.6720042078838
