"","x"
"(Intercept)",15.2590059399013
"param_F",-16.1246331237154
"param_G",-2.81834381550293
"I(param_F^2)",5.44719310505324
"I(param_G^2)",0.586908921496387
"param_F:param_G",-0.288050314471931
