,net,con,in,ex,it,meanAA,stdAA,meanSpike,stdSpike,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
6,0,1,60,80,6,16611.018691588797,11419.641725546298,1574.356,504.258708664511,314.8712,100.851741732902,71.748,26.947160444098703,9.19184859810324,1.6801759167162902,11.867924528301884
7,0,1,60,80,7,15621.1214953271,10740.4398591685,1558.9,494.91801543285897,311.78,98.9836030865719,61.6064,16.4219060720734,29.2960419756695,5.68947642168131,11.924528301886792
8,0,1,60,80,8,15450.6168224299,10594.910912589,1436.756,462.83523684352303,287.3512,92.56704736870459,58.3264,16.6389429664267,26.4819988736236,5.16194590903977,11.537735849056606
9,0,1,60,80,9,16544.1308411215,11256.955151043301,1646.3239999999998,526.3324453460949,329.2648,105.26648906921899,75.232,28.2404917804205,9.26422732590031,1.6522645658081898,12.066037735849054
0,0,2,60,80,0,15644.214953271001,9179.53721985033,1129.412,359.22441211031304,225.8824,71.8448824220626,45.7016,14.021186734367399,25.6416883426682,4.66461802090263,11.575471698113208
1,0,2,60,80,1,16545.8037383178,9426.74638515747,1270.988,405.959579091318,254.1976,81.1919158182636,58.1016,22.4328134089329,8.888018296408939,1.4489371618729099,12.490566037735848
2,0,2,60,80,2,16030.626168224298,9975.02994212204,1153.268,376.057703253104,230.6536,75.2115406506209,47.3744,15.0367331771233,24.7056667056812,4.494337838768719,11.70754716981132
3,0,2,60,80,3,15008.439252336499,9263.46107496713,1150.64,369.68019476298696,230.128,73.93603895259741,46.3856,14.093009353576699,26.8354426413054,4.9809505190440895,11.273584905660375
4,0,2,60,80,4,16757.906542056102,10122.7545072325,1329.348,437.80691051649694,265.8696,87.56138210329941,61.4976,24.5926182876082,8.691519979871549,1.38359279804599,12.915094339622641
5,0,2,60,80,5,15741.1962616822,9898.6711327898,1287.6960000000001,419.598030958202,257.5392,83.91960619164041,52.0856,15.5463755467311,26.3884213853316,5.35534070489678,11.962264150943394
6,0,2,60,80,6,15796.4485981308,9606.33214670294,1131.308,374.718973546843,226.2616,74.9437947093687,46.5752,15.028427228422801,24.4781334205488,4.4658824411690405,11.650943396226413
7,0,2,60,80,7,17678.6635514019,10586.4191742785,1107.788,365.43042984404,221.5576,73.08608596880809,44.092,14.0621255861267,26.5790471839289,5.27690335308036,12.31132075471698
8,0,2,60,80,8,15383.056074766399,9341.72977921561,1029.604,336.296724908227,205.9208,67.2593449816455,42.6784,14.073928145333099,23.2862578463905,4.1935181583115,10.70754716981132
9,0,2,60,80,9,15219.5700934579,9246.545958914641,1071.112,341.664788141828,214.2224,68.33295762836549,43.2384,13.4110210439027,25.842063632586605,4.6665508681071,11.216981132075471
0,1,0,60,80,0,11907.841121495301,10307.3390677226,1022.424,312.749721381171,204.4848,62.54994427623421,39.6816,11.5419123822701,32.5977762743709,6.18480448128746,8.584905660377359
1,1,0,60,80,1,11319.4205607477,9543.8162590101,1107.3319999999999,343.18214081738,221.4664,68.636428163476,44.7024,13.8262849037621,28.0417165349447,5.21718521360199,8.358490566037736
2,1,0,60,80,2,10607.0934579439,10166.5601434381,969.304,299.55143061584596,193.8608,59.9102861231692,41.1816,16.8403082347088,9.34574840432486,1.53495595950519,7.537735849056604
3,1,0,60,80,3,11015.6168224299,10240.9642540717,1108.096,346.14927240137297,221.6192,69.2298544802746,48.5776,19.316682381817,9.099187476922461,1.50192120528274,7.924528301886792
4,1,0,60,80,4,11501.018691588799,9971.65537395105,970.0360000000001,304.239988666842,194.0072,60.847997733368395,38.1744,12.1066851218655,29.5840959985541,5.652011757621571,8.150943396226415
5,1,0,60,80,5,12100.560747663601,9165.22480074433,978.592,309.824042863042,195.7184,61.9648085726084,39.3216,12.8016847891205,27.839314355995697,5.1589550812378695,8.632075471698114
6,1,0,60,80,6,11720.906542056102,9466.972340705172,1030.948,321.574403981411,206.1896,64.3148807962823,40.4792,12.325763560932,31.257474125570003,5.94957190610323,8.452830188679245
7,1,0,60,80,7,12067.906542056102,9917.960315190601,1104.692,339.254614023155,220.9384,67.85092280463101,42.8632,12.4215041665653,32.1762979905347,6.0887010931224,8.952830188679245
8,1,0,60,80,8,11392.3177570094,9967.84049822708,1011.232,306.463808917138,202.2464,61.2927617834276,40.1944,12.1524766463466,29.8669299191466,5.6019612112462305,7.9905660377358485
9,1,0,60,80,9,12501.2523364486,10203.902217732,1104.448,343.965194890413,220.8896,68.7930389780827,43.4136,13.3048913952726,30.0205512713175,5.67721311626209,8.99056603773585
0,1,1,60,80,0,13419.943925233601,10713.4504741599,1212.796,359.04877995058,242.5592,71.80975599011599,47.43600000000001,13.100527622962401,31.167368384552603,5.64749309135292,10.084905660377359
1,1,1,60,80,1,13426.1682242991,10551.5198032614,1126.616,331.85618051197997,225.3232,66.371236102396,44.6536,12.428142541828198,29.645863714604697,5.52187199916269,9.849056603773585
2,1,1,60,80,2,14361.3457943925,11040.194805696001,1351.636,408.539006098561,270.3272,81.7078012197122,52.8696,14.3902451626093,32.011650724370604,5.891955763695901,10.981132075471699
3,1,1,60,80,3,14089.242990654198,10567.9949741061,1311.5720000000001,393.542034369901,262.3144,78.7084068739801,59.7192,21.7880635064248,9.49253331562336,1.49972164519841,10.79245283018868
4,1,1,60,80,4,12889.4859813084,10277.1361163739,1152.088,343.905964263489,230.4176,68.7811928526978,46.868,13.4229540712915,27.6437289573032,5.0649775997217,9.40566037735849
5,1,1,60,80,5,13733.0654205607,10399.865118887199,1271.744,375.528915616361,254.3488,75.1057831232722,49.528,13.489477973591098,31.8648140202081,5.788551448164071,10.169811320754716
6,1,1,60,80,6,14389.0747663551,11096.5966641633,1323.4479999999999,400.145052819599,264.6896,80.02901056391991,51.5256,13.8342901747795,31.845976583501,5.94010749729794,10.556603773584905
7,1,1,60,80,7,14234.4859813084,11396.7107538453,1308.4560000000001,392.341534971764,261.6912,78.4683069943528,51.5608,14.170659242251197,31.3906542465407,5.847236310547429,10.349056603773585
8,1,1,60,80,8,14192.1962616822,11205.6447119333,1273.688,378.66831747058,254.7376,75.733663494116,51.2432,14.5801966296755,29.2139945491157,5.0934684093404,10.60377358490566
9,1,1,60,80,9,13105.028037383201,10769.2080076189,1195.688,359.96427413842105,239.1376,71.9928548276841,53.1024,19.873546091223897,9.43036774495323,1.4701327707358198,9.69811320754717
0,1,2,60,80,0,15074.140186915902,10879.0237754796,1316.8239999999998,388.405109420564,263.3648,77.6810218841127,59.9112,21.4115696426021,9.443112854587481,1.50490780887794,11.18867924528302
1,1,2,60,80,1,13819.9626168224,10186.0041076393,1240.512,356.602627382357,248.1024,71.3205254764714,49.0448,12.993644329440501,30.6314911807615,5.28373228297266,10.11320754716981
2,1,2,60,80,2,12898.2710280374,10315.4927585539,1142.464,331.680678822267,228.4928,66.3361357644534,45.7128,12.618472021603901,29.4437179630626,5.0594003562957,9.273584905660377
3,1,2,60,80,3,14365.971962616799,10910.125475740899,1258.06,357.02576993825,251.612,71.40515398764991,56.6888,19.9766652512375,9.445549835889858,1.3738412021675301,10.537735849056604
4,1,2,60,80,4,14263.841121495301,11007.5326215283,1453.5279999999998,423.92266419242105,290.7056,84.7845328384842,57.3968,14.6707542328266,31.419414729870702,5.88324307967265,10.735849056603774
5,1,2,60,80,5,13491.8130841122,10665.4626060278,1220.524,352.334661116388,244.1048,70.4669322232776,49.4232,13.4343776096997,28.3866142065703,4.5349730681686795,9.650943396226415
6,1,2,60,80,6,13013.794392523401,10058.316183323499,1320.7079999999999,383.21038443132005,264.1416,76.642076886264,50.9184,12.7052895063434,32.9497429015626,5.8679566088186,10.556603773584905
7,1,2,60,80,7,14512.140186915902,10627.9499130444,1305.104,378.114560925654,261.0208,75.6229121851308,60.008,21.221127585498397,8.88024272688889,1.3555544357625702,11.037735849056604
8,1,2,60,80,8,13617.5327102804,10988.8046898019,1193.3,356.568088869433,238.66,71.31361777388659,47.8112,13.791633498610699,28.1720415285638,5.20098463172847,9.726415094339623
9,1,2,60,80,9,14593.0654205607,10511.3982443724,1363.148,400.581195384906,272.6296,80.1162390769812,62.1144,22.322979027002603,9.61494353028096,1.5096689635770901,10.839622641509433
0,2,0,60,80,0,3699.0934579439295,7841.16406165136,282.812,98.009717150903,56.5624,19.6019434301806,7.5896,4.15280770563724,8.20518520898703,2.08789090347181,2.820754716981132
1,2,0,60,80,1,2869.91588785047,7533.487721806371,181.05200000000002,56.6846125152144,36.2104,11.336922503042901,3.3952,2.0713611370304297,6.972406149285059,2.47506807241789,2.047169811320755
2,2,0,60,80,2,3485.20560747664,7560.927734128679,269.34,93.7122852138395,53.868,18.7424570427679,7.296,4.1273410326746705,7.68943307729617,2.0472692452871497,2.6320754716981134
3,2,0,60,80,3,3441.4766355140196,8169.10516192871,217.94,70.7836732587396,43.588,14.156734651747902,4.7408,2.7139961974918103,6.53359514736339,1.7993356521665702,2.4339622641509435
4,2,0,60,80,4,5836.14018691589,8403.647405104499,520.748,193.136605789788,104.1496,38.6273211579576,18.0728,7.75240737835674,26.482673883199702,5.737726193794639,4.5094339622641515
5,2,0,60,80,5,2594.7943925233603,7286.581016567141,202.14,65.7342559096853,40.428000000000004,13.146851181937098,4.2512,2.55704879890862,6.72784970047374,2.12360854911124,2.1226415094339623
6,2,0,60,80,6,2672.10280373832,7831.69046329053,188.52,60.4267622829488,37.704,12.085352456589801,3.7872,2.27117506150451,6.86918851275776,2.1181618401484097,1.9056603773584904
7,2,0,60,80,7,2747.51401869159,7487.382336291071,193.044,64.01357718484421,38.6088,12.802715436968802,3.8352,2.3803279101837997,6.81692035581203,2.2818523589677997,2.0660377358490565
8,2,0,60,80,8,2818.06542056075,8081.769233836809,185.608,63.9760450168655,37.1216,12.7952090033731,3.6128,2.35399153779278,6.90560700688105,2.4427966400022703,2.0188679245283017
9,2,0,60,80,9,2647.2990654205605,7687.061829731259,182.648,57.840298201167705,36.5296,11.5680596402335,3.5136,2.05240713310006,6.720948335534481,2.1511116616688,1.7547169811320755
0,2,1,60,80,0,11305.401869158899,9573.28690598457,1104.06,441.26705791391197,220.812,88.25341158278249,41.5096,15.4454701398177,25.3684561106774,5.64686338842034,8.19811320754717
1,2,1,60,80,1,10168.2336448598,9730.32930408682,968.908,367.50683740034,193.7816,73.501367480068,38.4616,14.4808799953594,21.4860248192061,4.42780117108418,7.4905660377358485
2,2,1,60,80,2,10528.0280373832,8773.41460551907,1127.968,444.19680207763804,225.5936,88.8393604155275,42.5744,15.2009678849736,25.418256580142398,5.70215916549045,8.084905660377359
3,2,1,60,80,3,12827.5420560748,10200.3387695991,1405.4279999999999,563.3046678450299,281.0856,112.660933569006,53.6632,19.1624467581778,24.8441342012603,5.75635362461926,9.943396226415095
4,2,1,60,80,4,10926.3364485981,9804.48899948426,1156.9560000000001,456.53345338978204,231.3912,91.30669067795641,12.2152,1.47249752461592,450.092524492462,146.783623800144,7.924528301886792
5,2,1,60,80,5,12532.242990654198,10613.2083514387,1327.2160000000001,522.137990711268,265.4432,104.42759814225401,54.4096,20.452150689841897,21.6744202806909,4.47830667857981,9.235849056603774
6,2,1,60,80,6,12111.859813084098,10749.0212094709,1187.656,468.09426578842005,237.5312,93.618853157684,46.7544,17.418059611793698,23.744226498358803,5.099834795764219,8.877358490566039
7,2,1,60,80,7,11404.8785046729,10449.3819615211,1236.256,484.17815570717397,247.2512,96.8356311414347,47.3288,16.847140130004302,25.310960018576697,5.85626912455714,8.660377358490566
8,2,1,60,80,8,12139.5327102804,10542.1736611226,1326.8120000000001,516.648933663857,265.3624,103.329786732771,52.9792,19.4399724115031,22.7055850464632,4.77464395260688,9.320754716981133
9,2,1,60,80,9,12578.607476635501,10079.8402744327,1307.652,535.4518791600229,261.5304,107.09037583200501,51.3808,19.6437865840576,23.5620086425381,5.110483632700039,9.037735849056604
0,2,2,60,80,0,9427.14018691589,9615.6683725769,961.852,395.83767139573797,192.3704,79.1675342791475,37.7272,15.6994770664503,21.9627565162255,4.56347454134428,6.915094339622643
1,2,2,60,80,1,10637.7570093458,9341.58796347138,1035.808,442.748392584321,207.1616,88.5496785168642,38.7856,15.795547240915699,24.7879322076726,6.2507375991154,7.59433962264151
2,2,2,60,80,2,11890.0373831776,10160.0138337212,1273.424,537.0305505499659,254.6848,107.406110109993,49.2912,19.262980105892197,23.598369599012297,5.49076066969746,8.81132075471698
3,2,2,60,80,3,9502.81308411215,9016.22334070915,940.4,391.335007378589,188.08,78.2670014757177,36.3024,14.770925300738599,22.192689741051602,5.253113418549639,7.216981132075473
4,2,2,60,80,4,11723.8785046729,10952.655365922801,1208.312,508.65884702421096,241.6624,101.731769404842,47.784,19.3841931480266,23.094997787184802,5.1581158048113895,8.415094339622641
5,2,2,60,80,5,11761.1495327103,10541.246587690699,1253.776,532.484063446034,250.7552,106.496812689207,48.6184,19.579919852747103,24.3886203287569,5.74409964425241,8.39622641509434
6,2,2,60,80,6,12126.140186915902,9672.17894677712,1290.928,547.646070757383,258.1856,109.52921415147699,49.976000000000006,19.851885149778603,24.3364926170045,5.53454618804036,9.0
7,2,2,60,80,7,7661.61682242991,8615.845392365021,713.1360000000001,288.029785793067,142.6272,57.60595715861339,27.0712,11.482002027521201,21.249899806020398,4.50205865334319,5.660377358490566
8,2,2,60,80,8,12939.953271028,10953.7890959505,1380.72,583.123027842324,276.144,116.624605568465,53.3376,21.0075783049832,24.8615699820711,6.06346259050446,9.30188679245283
9,2,2,60,80,9,11473.794392523401,9997.978673972171,1206.3319999999999,504.28504417244005,241.2664,100.85700883448798,45.3176,17.3796596698555,25.9615380090587,6.28615839149853,8.575471698113207
0,0,0,70,80,0,16111.822429906499,10286.1427052864,1231.688,412.20374410720706,246.3376,82.4407488214414,49.468,15.7153687834553,27.3056392478215,5.35374858766293,11.509433962264152
1,0,0,70,80,1,16328.327102803702,10201.4888859977,1271.5919999999999,416.678717402269,254.3184,83.3357434804538,50.336000000000006,15.2148580013091,28.152112439547402,5.67844026582821,11.905660377358492
2,0,0,70,80,2,16466.934579439298,10510.988131493299,1410.908,468.104727102814,282.1816,93.6209454205628,63.8416,24.8259128621688,9.951966051898971,1.85709678788187,12.132075471698116
3,0,0,70,80,3,16042.672897196298,10138.7064519677,1283.712,415.79305075482,256.7424,83.15861015096391,49.3928,13.7604225283964,31.2992666016923,6.08768044923542,11.924528301886792
4,0,0,70,80,4,16667.289719626202,10822.0746382942,1412.616,463.14807626071405,282.5232,92.6296152521428,63.9112,24.6925599029343,10.047971716636301,1.75623770842161,12.405660377358492
5,0,0,70,80,5,15776.261682243,10115.0418548771,1309.58,422.506307171857,261.916,84.5012614343715,59.7432,23.4461044474343,8.98518819232968,1.5402695600824,12.075471698113208
6,0,0,70,80,6,16763.710280373798,10820.8536295064,1310.2,430.053671069089,262.04,86.01073421381781,59.7888,23.669380105106303,8.99598523572539,1.52922162772468,12.443396226415095
7,0,0,70,80,7,14789.046728972,9739.36293890727,1193.816,375.27377492172303,238.7632,75.0547549843446,48.3448,14.159299169097302,27.7843265305294,5.14408552465713,10.962264150943396
8,0,0,70,80,8,16883.9252336449,10729.8316730845,1283.5839999999998,426.400828967299,256.7168,85.2801657934598,50.0352,14.740943014610698,30.3131107311545,6.03504713667444,12.066037735849054
9,0,0,70,80,9,15450.327102803702,10044.9657450007,1313.0279999999998,431.757583854644,262.6056,86.3515167709288,59.9952,23.8470790026787,8.83393409272255,1.57671082381219,11.509433962264152
0,0,1,70,80,0,15600.0373831776,10298.5646680934,1368.2879999999998,448.341955493795,273.6576,89.668391098759,61.8176,23.8420202633921,9.95781912211407,1.8130621131941598,11.39622641509434
1,0,1,70,80,1,14595.5700934579,10091.653308887,1333.588,417.158763848969,266.7176,83.4317527697938,61.512,23.0767124175,9.06813324598416,1.4727842091099,10.518867924528301
2,0,1,70,80,2,15902.3457943925,10317.7985526896,1349.08,438.21416864359804,269.816,87.64283372871971,61.0824,23.4372577372013,9.89516621046488,1.7333721426124702,11.301886792452832
3,0,1,70,80,3,16165.9158878505,10466.4196719764,1301.224,419.152504255909,260.2448,83.8305008511818,51.128,14.758707802514401,28.948319723953098,5.75321884059615,11.226415094339623
4,0,1,70,80,4,14447.0373831776,10102.7035124409,1242.412,390.79782273702597,248.4824,78.15956454740521,57.11600000000001,21.9889095682346,8.71350370509961,1.39019488990376,10.283018867924527
5,0,1,70,80,5,15215.1214953271,10078.253515357601,1360.152,432.218001587162,272.0304,86.4436003174324,54.356,15.438170357914801,27.7055344536582,5.480298520269151,11.537735849056606
6,0,1,70,80,6,16618.2056074766,10515.031554552701,1362.348,435.561498408663,272.4696,87.11229968173271,53.828,15.573773338533002,29.067899338550703,5.56439294631279,11.490566037735848
7,0,1,70,80,7,16055.3364485981,10365.1006703019,1404.596,452.1247801039,280.9192,90.42495602078002,55.0376,15.423276767276098,29.671091729479198,5.85420968469349,11.89622641509434
8,0,1,70,80,8,15164.822429906499,10279.3073804029,1385.54,438.531705125183,277.108,87.70634102503651,52.1752,13.6984270980284,34.2905162844823,7.0408181407113,11.18867924528302
9,0,1,70,80,9,15571.710280373798,10534.7179107045,1359.4679999999998,435.206297031649,271.8936,87.0412594063298,53.4512,15.3698073689946,29.540426134601997,5.60294829562008,11.160377358490567
0,0,2,70,80,0,14123.841121495301,9393.619402521608,977.492,318.274375242494,195.4984,63.654875048498795,39.5304,12.829919557035401,25.8365612996637,4.6686648900752,9.745283018867925
1,0,2,70,80,1,14139.224299065401,9290.370738262429,1011.18,324.911218027325,202.236,64.982243605465,42.1128,13.796379095980198,23.837731580753104,4.24262875062424,10.20754716981132
2,0,2,70,80,2,14094.373831775702,8724.429133801079,992.696,319.103386982965,198.5392,63.820677396593,40.0288,13.054990255071,25.9961314253434,4.72934103948118,10.037735849056604
3,0,2,70,80,3,16120.9252336449,10002.0396253618,1192.7839999999999,393.17813945335297,238.5568,78.6356278906705,48.5368,15.254481497579699,26.2437030262925,5.3421239705794505,12.075471698113208
4,0,2,70,80,4,14193.158878504699,9331.85344568628,988.84,319.879862448389,197.768,63.97597248967771,39.275999999999996,12.5963480421906,27.1119219913513,5.17611235698103,9.962264150943396
5,0,2,70,80,5,14664.392523364499,9373.1036878465,947.72,303.388809286038,189.544,60.67776185720761,37.9944,12.4661384815026,26.3148925529676,5.0529521482503394,10.20754716981132
6,0,2,70,80,6,15280.476635513998,9716.80353997655,1109.172,377.900725609253,221.8344,75.58014512185059,44.0736,14.4180339519645,26.7392739327891,5.40735203958142,10.962264150943396
7,0,2,70,80,7,13399.9626168224,8599.32262266604,947.68,298.14011739448995,189.53599999999997,59.628023478897894,38.3416,12.2471853680754,25.5866436283749,4.6571378945497,9.481132075471699
8,0,2,70,80,8,14777.373831775702,8676.523592697851,969.2280000000001,314.321236978986,193.8456,62.86424739579721,38.7152,12.396909653619302,27.4350908558208,5.47447767906412,10.915094339622641
9,0,2,70,80,9,13560.056074766399,9336.576630351501,1025.344,318.243569713514,205.0688,63.648713942702706,41.4248,12.7414734218614,26.7851859875518,4.82431999064746,9.971698113207546
0,1,0,70,80,0,9144.77570093458,9306.96768360719,851.3639999999999,258.476148810678,170.2728,51.6952297621357,34.6928,14.450999555740099,9.08087398513158,1.4306725532604598,6.386792452830187
1,1,0,70,80,1,10623.009345794399,9728.15654991868,963.56,297.820198106173,192.71200000000002,59.5640396212345,40.3104,16.4572650170069,9.48914340196416,1.53636050344424,7.745283018867924
2,1,0,70,80,2,11194.981308411201,9766.14578218567,915.8839999999999,284.942054712884,183.1768,56.98841094257671,37.9008,15.7375804798578,9.427371536332949,1.4909682069285102,7.858490566037735
3,1,0,70,80,3,10798.046728972,9726.62859090856,973.196,298.845855892298,194.6392,59.76917117845961,37.6944,11.0798433490731,31.8306962738541,6.29551819382545,7.877358490566037
4,1,0,70,80,4,9451.02803738318,9629.44881086571,879.74,270.09111129394796,175.94799999999998,54.0182222587897,36.2608,14.933232180609801,9.06597313439531,1.4560929311085,6.566037735849058
5,1,0,70,80,5,8687.21495327103,9419.23325751107,839.596,256.06116609904,167.9192,51.2122332198079,33.984,14.111580492630901,9.15794093584138,1.41233606371107,6.028301886792453
6,1,0,70,80,6,10322.8504672897,9855.63860508737,1025.248,317.612283288918,205.0496,63.52245665778361,38.708,11.7421095208655,35.43578440301229,6.50622056631714,7.518867924528303
7,1,0,70,80,7,10496.4953271028,10018.826039174899,918.5160000000001,296.10876674627497,183.7032,59.221753349254996,35.4024,11.474946371988,32.4043380808939,5.882864337378299,7.377358490566037
8,1,0,70,80,8,11680.607476635501,9486.77155898046,1027.828,316.760361181762,205.5656,63.3520722363523,39.3552,11.626751608252402,34.4354522927711,6.5752821481873,8.79245283018868
9,1,0,70,80,9,10926.6168224299,8844.262996766809,923.148,280.123412259668,184.6296,56.0246824519336,35.7288,11.3239379440193,30.532998896089502,5.636306502853169,7.924528301886792
0,1,1,70,80,0,12507.4299065421,10689.5719620136,1050.448,320.892354686116,210.0896,64.17847093722321,41.924,12.501589658919402,30.349708467757395,5.719177025515879,9.075471698113207
1,1,1,70,80,1,12548.7476635514,10185.1536429609,1103.656,334.36992936566503,220.7312,66.87398587313311,48.924,18.4637110029376,9.07793713704099,1.40018784749576,9.047169811320755
2,1,1,70,80,2,12644.4205607477,10560.1011580377,1064.452,309.78777202465596,212.8904,61.957554404931095,41.148,11.510580176515901,33.8142195655102,6.27508773369071,9.19811320754717
3,1,1,70,80,3,12407.2523364486,10738.053818771401,1091.536,323.958282351293,218.3072,64.7916564702586,41.568000000000005,12.173897321729,33.794540379989,6.263924817563599,8.547169811320755
4,1,1,70,80,4,13100.289719626202,11121.7810061086,1176.836,352.09304608867205,235.3672,70.4186092177345,45.483999999999995,12.716898363988,33.0990287852999,6.25325886081743,9.716981132075473
5,1,1,70,80,5,12576.8130841122,10044.3054291398,1073.336,318.809747504683,214.6672,63.7619495009367,41.72,12.097126931631301,31.038608058881003,5.66742744086586,9.38679245283019
6,1,1,70,80,6,11398.0,9963.705462429929,1118.136,332.90763509417997,223.6272,66.5815270188361,49.428000000000004,18.639047615154603,9.234114125563881,1.4521410451666998,8.669811320754716
7,1,1,70,80,7,12929.1214953271,9947.12353829857,1040.28,319.16784549825803,208.05599999999998,63.833569099651605,41.336000000000006,12.7864953759816,29.4015755646819,5.30797349770521,8.971698113207546
8,1,1,70,80,8,11318.2523364486,10266.551905115899,1089.9,330.083350079946,217.98,66.01667001598919,43.3904,12.842787385922101,28.865044309111,5.34964424920822,8.650943396226415
9,1,1,70,80,9,11814.205607476599,10659.3670716858,1084.224,326.64931321525796,216.8448,65.3298626430517,47.0064,18.1043276329169,9.62384957845474,1.55853310892066,8.424528301886793
0,1,2,70,80,0,12407.691588785,9630.70311134661,1090.552,308.265144471444,218.1104,61.6530288942887,40.9744,10.5665124161191,34.8693834018824,6.33241209114459,9.40566037735849
1,1,2,70,80,1,11437.261682243,9891.72604532806,1060.88,310.672872327147,212.176,62.134574465429495,42.2592,11.830713222794301,29.5895835716067,5.124188251195861,8.339622641509434
2,1,2,70,80,2,11276.859813084098,9422.20258140423,1085.692,317.955514397848,217.1384,63.5911028795696,42.888000000000005,12.4339252048579,30.2072553221654,5.177335204416071,8.30188679245283
3,1,2,70,80,3,10536.4859813084,10005.5659877782,979.2560000000001,274.73955387602996,195.8512,54.947910775206005,38.2816,10.438332311245901,29.5481586553025,5.06103532522229,7.4905660377358485
4,1,2,70,80,4,11669.8785046729,10238.275947986,1045.068,300.93369265670503,209.0136,60.18673853134089,41.3232,11.745699713512199,30.5199219690951,5.3262892490930405,8.575471698113207
5,1,2,70,80,5,14403.2803738318,10705.9050626797,1222.0439999999999,359.928806938261,244.4088,71.9857613876522,53.708,19.668379089289502,10.062890052742901,1.6136862231876299,10.29245283018868
6,1,2,70,80,6,12230.4672897196,10098.2996304576,1164.076,339.314577087398,232.8152,67.86291541747971,51.72,18.7609807845965,9.36573119956723,1.4652341437549998,9.556603773584905
7,1,2,70,80,7,13641.523364486002,10886.0250259806,1175.48,340.85613622172,235.09599999999998,68.1712272443441,51.3664,18.7916021413822,9.490926549283,1.50738012195025,9.622641509433961
8,1,2,70,80,8,13118.5700934579,10004.859987355301,1133.756,334.283724497619,226.7512,66.85674489952379,49.6576,18.5692014432501,9.28644656481997,1.45798096129682,9.575471698113207
9,1,2,70,80,9,13302.981308411201,10510.8262255436,1214.3519999999999,349.133997336266,242.8704,69.8267994672533,54.2408,19.4577638838588,9.11202382827943,1.4592325174877199,9.632075471698114
0,2,0,70,80,0,16886.2803738318,11811.3666130209,1469.02,581.383848760868,293.80400000000003,116.27676975217399,68.1864,32.032862735634495,7.567906984834441,1.46948246395623,12.273584905660375
1,2,0,70,80,1,16406.6822429907,11198.230872123799,1458.5439999999999,565.401782862417,291.7088,113.08035657248301,63.5328,24.511958798920997,16.7231900595404,3.4184935705551,12.066037735849054
2,2,0,70,80,2,15941.214953271001,11372.938165834199,1469.74,577.149429870636,293.948,115.429885974127,69.3336,32.5881388090821,6.96237957079422,1.37920016639458,12.018867924528301
3,2,0,70,80,3,15445.3457943925,11551.3397273757,1536.2520000000002,595.6709129175271,307.2504,119.134182583505,64.28399999999999,22.900539382294003,19.529151127707802,4.28996919648222,11.594339622641508
4,2,0,70,80,4,15855.046728972,11458.73892393,1633.14,641.6290146182611,326.628,128.325802923652,67.4496,24.4799497515824,19.8571151197479,4.32578872695923,12.132075471698116
5,2,0,70,80,5,16150.6542056075,11553.4897411208,1643.924,641.642216678423,328.7848,128.328443335685,77.96,36.035258289625204,7.1671451224712595,1.37227528178406,12.301886792452832
6,2,0,70,80,6,16505.0560747664,11171.227906163,1750.408,689.2269942014751,350.0816,137.845398840295,72.172,25.067403854408198,20.601084541027397,4.488321511430531,12.952830188679245
7,2,0,70,80,7,17223.4205607477,11825.1748812718,1633.432,642.605531703548,326.6864,128.52110634071002,77.78399999999999,35.8293609208984,7.10031883520484,1.44622582932856,12.433962264150946
8,2,0,70,80,8,16738.6355140187,10959.1361189934,1468.7320000000002,579.404704999882,293.7464,115.880940999976,61.5336,22.6418848826682,19.3771509690195,4.30323673791823,11.981132075471699
9,2,0,70,80,9,16099.8317757009,11155.893145698501,1447.808,561.293829590171,289.5616,112.258765918034,62.7136,23.568125403603897,17.1043220426994,3.44912396379637,11.858490566037734
0,2,1,70,80,0,16871.7009345794,12545.8641345474,1954.224,751.703775315782,390.8448,150.340755063156,92.7344,39.8274219180705,7.70661076381345,1.63458342576357,12.179245283018869
1,2,1,70,80,1,17823.2242990654,12404.1012943966,1936.76,751.892400812776,387.352,150.378480162555,79.3864,26.5582946560957,20.285294842534803,4.49629916557792,12.349056603773587
2,2,1,70,80,2,17959.8691588785,12559.2880840891,1837.7479999999998,724.678287584222,367.5496,144.935657516844,76.28399999999999,26.638807480816396,19.6551351562147,4.3881860400270805,12.424528301886792
3,2,1,70,80,3,16824.8971962617,12511.261038166102,1860.3039999999999,716.3737261960409,372.0608,143.274745239208,88.4808,38.227261886773896,7.54788286830963,1.5883219940326399,12.31132075471698
4,2,1,70,80,4,16637.0093457944,11684.5848497951,1719.036,659.665092834235,343.8072,131.933018566847,71.1144,24.2347294732167,19.452076672937103,4.43429438012936,12.339622641509434
5,2,1,70,80,5,17772.065420560702,12093.0931536873,1684.704,655.952407102832,336.9408,131.190481420567,72.3624,25.861632319712502,17.3296019444624,3.61434541837632,12.81132075471698
6,2,1,70,80,6,16718.9158878505,12319.372622636101,2015.884,780.74166697058,403.1768,156.148333394116,80.3072,26.628400405582,22.175208085465197,5.0471709392009405,12.556603773584905
7,2,1,70,80,7,16946.5887850467,12132.784447426899,1902.02,736.4294423772039,380.404,147.285888475441,77.6776,25.684053773499198,20.535174124908604,4.629972320033219,12.584905660377359
