"","x"
"(Intercept)",281.192661975389
"param_F",-151.580176508152
"param_G",-41.3614031744736
"I(param_F^2)",3.64467358019746
"I(param_G^2)",18.6039229628862
"param_F:param_G",-43.8189939229716
