,net,con,y_astro,it,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
302,1.0,0.0,0.075,2.0,41.9,12.299843901448504,4.8424,2.4307287466930565,27.12055800701096,8.924588460817,1.3584905660377358
303,1.0,0.0,0.075,3.0,40.53440000000001,12.71536458934623,4.3992,2.25881370635119,29.256495519899488,10.413039135048804,1.3773584905660377
304,1.0,0.0,0.075,4.0,43.184,13.31641032711143,4.9319999999999995,2.548226049627466,27.51340407938343,9.252597034110744,1.2547169811320755
305,1.0,0.0,0.075,5.0,46.2184,13.65094507497558,5.8256000000000006,2.7587215589834364,38.73281040138136,11.520665063034235,1.3113207547169812
306,1.0,0.0,0.075,6.0,44.123999999999995,13.882414199266641,5.2616000000000005,2.7435242736305434,30.172794751410127,9.422765738757988,1.339622641509434
307,1.0,0.0,0.075,7.0,44.43040000000001,14.209721877644194,5.332000000000001,2.591558604392345,36.904638341578185,11.969887671520949,1.4245283018867925
308,1.0,0.0,0.075,8.0,44.443999999999996,13.590590274156602,4.0896,2.224223873624236,6.694605492417332,2.0332714408273165,1.4339622641509433
309,1.0,0.0,0.075,9.0,41.456,12.542359586616865,4.6232,2.2950951527115384,33.23366819709265,10.28948737480444,1.3962264150943395
310,1.0,1.0,0.075,0.0,39.9728,12.427410838947912,4.7624,2.2988053941123416,27.26091004014993,8.778916181332706,1.858490566037736
311,1.0,1.0,0.075,1.0,42.1432,12.899245472507298,4.796,2.2678589021365507,30.88568841914693,9.156943286519633,1.7452830188679245
312,1.0,1.0,0.075,2.0,38.86159999999999,11.399405486252347,4.2048000000000005,2.1119793938388702,21.169701395232355,7.761979946147901,1.6415094339622642
313,1.0,1.0,0.075,3.0,37.3656,11.743645798473315,4.2024,2.0855680856783363,27.079860784553553,9.345180633208443,1.5566037735849056
314,1.0,1.0,0.075,4.0,40.716800000000006,11.718858210593725,4.6408000000000005,2.1552761679190904,32.148814777736874,9.693067510153377,1.650943396226415
315,1.0,1.0,0.075,5.0,42.656000000000006,12.771232673473616,4.856,2.306665125240333,37.13925184675449,11.929212643192251,1.8113207547169807
316,1.0,1.0,0.075,6.0,45.1304,13.605556065078707,5.3928,2.4705845785967337,33.376059488222644,10.440566255859004,1.6132075471698113
317,1.0,1.0,0.075,7.0,39.732,11.363112953764036,4.2952,2.0128529404802524,27.41771578179597,9.595337748619754,1.5
318,1.0,1.0,0.075,8.0,37.3584,11.418267357178145,4.0248,1.9741998277783328,26.480956813780445,9.029966822608909,1.4716981132075468
319,1.0,1.0,0.075,9.0,36.8888,11.077615021294068,3.8912,1.8353862154870841,20.74716131420202,7.351723861462458,1.5283018867924532
320,1.0,2.0,0.075,0.0,41.308,12.496528157852484,4.8504,2.2684311406785094,33.02656270221519,10.813365098996078,1.6320754716981132
321,1.0,2.0,0.075,1.0,40.2896,11.629093336971714,4.7576,2.2115248675970163,28.53158268139557,8.85339586751542,1.5
322,1.0,2.0,0.075,2.0,40.67360000000001,12.271411615621084,4.7256,2.188128113251141,26.829326111226678,9.822045006991953,1.481132075471698
323,1.0,2.0,0.075,3.0,42.6088,13.19833029439709,4.928,2.3534689290492024,33.941369915080074,11.165431257625427,1.5566037735849056
324,1.0,2.0,0.075,4.0,43.3344,12.626974959981506,4.9384,2.2728056318128043,32.569126497286746,10.38529617465865,1.4528301886792452
325,1.0,2.0,0.075,5.0,38.97039999999999,11.4919625756439,4.3152,2.0057140773300666,30.386096537084256,9.734836195708807,1.5566037735849056
326,1.0,2.0,0.075,6.0,39.116,11.375685649665256,4.356799999999999,2.0891466583272704,26.186684550270066,9.123418210946651,1.4339622641509433
327,1.0,2.0,0.075,7.0,38.431999999999995,12.112972219897149,4.0368,2.0970659884705585,24.23325868063706,8.686623791272062,1.509433962264151
328,1.0,2.0,0.075,8.0,43.3248,13.199482753502126,5.041600000000002,2.381568693109649,36.45759261540915,10.583026240012613,1.7547169811320755
329,1.0,2.0,0.075,9.0,36.445600000000006,10.907670724769792,3.8032,1.8987969243707972,24.167673193378814,8.554649508599779,1.5471698113207548
330,2.0,0.0,0.075,0.0,42.32320000000001,15.375300379504786,5.1792,2.9101009192122533,23.53401671840585,8.35108993171297,2.160377358490566
331,2.0,0.0,0.075,1.0,50.5112,17.836321217112012,6.951200000000001,3.6766096556474417,25.59993919923686,7.5404763418630765,2.5943396226415096
